education - Split 1,education - Split 2,education - Split 3,education - Split 4,education - Split 5,almamater - Split 1,almamater - Split 2,almamater - Split 3,almamater - Split 4,name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,Gender,occupation,political_party
,,,,,,,,,Ben Falcone,https://en.wikipedia.org/wiki/Ben_Falcone,45,U.S.,Illinois,Carbondale,American,,,M,"['Actor', 'comedian', 'filmmaker']",
,,,,,,,,,Katharine McPhee,https://en.wikipedia.org/wiki/Katharine_McPhee,34,U.S.,California,Los Angeles,American,,,F,"['Actress', 'singer', 'songwriter']",
,,,,,,,,,Matt Walsh,https://en.wikipedia.org/wiki/Matt_Walsh_(comedian),54,U.S.,Illinois,Chicago,American,,,M,"['Actor', 'comedian', 'director', 'writer']",
,,,,,,,,,Michelle Williams,https://en.wikipedia.org/wiki/Michael_K._Williams,51,U.S.,New York,New York City,American,,,M,"['Actor', 'dancer', 'reporter']",
,,,,,,,,,Jane Krakowski,https://en.wikipedia.org/wiki/Jane_Krakowski,50,U.S.,New Jersey,ParsippanyTroy Hills,American,,,F,"['Actress', 'singer']",
,,,,,,,,,Hank Azaria,https://en.wikipedia.org/wiki/Hank_Azaria,54,U.S.,New York City,Queens,American,,,M,"['Actor', 'voice actor', 'comedian', 'producer']",
,,,,,,,,,Mark Feuerstein,https://en.wikipedia.org/wiki/Mark_Feuerstein,47,U.S.,New York,New York City,American,,,M,['Actor'],
,,,,,,,,,Morris Chestnut,https://en.wikipedia.org/wiki/Morris_Chestnut,49,U.S.,California,Cerritos,American,,,M,['Actor'],
,,,,,,,,,Dakota Johnson,https://en.wikipedia.org/wiki/Dakota_Johnson,29,U.S.,Texas,Austin,,,,F,"['Actress', 'Model']",
,,,,,,,,,W. Kamau Bell,https://en.wikipedia.org/wiki/W._Kamau_Bell,45,U.S.,California,Palo Alto,American,,,M,['Stand-up comedian'],
,,,,,,,,,Lily Tomlin,https://en.wikipedia.org/wiki/Lily_Tomlin,79,U.S.,Michigan,Detroit,American,,,F,['Comedian'],
,,,,,,,,,Kaley Cuoco,https://en.wikipedia.org/wiki/Kaley_Cuoco,32,U.S.,California,Camarillo,American,,,F,"['Actress', 'producer']",
,,,,,,,,,Chloë Grace Moretz,https://en.wikipedia.org/wiki/Chlo%C3%AB_Grace_MoretzF,21,U.S.,Georgia,Atlanta,American,,,F,"['Actress', 'model']",
,,,,,,,,,Charlamagne Tha God,https://en.wikipedia.org/wiki/Charlamagne_Tha_God,40,U.S.,South Carolina,Charleston,American,,,M,['Radio Presenter'],
,,,,,,,,,Jason Sudeikis,https://en.wikipedia.org/wiki/Jason_Sudeikis,43,U.S.,Virginia,Fairfax,American,,,M,"['Comedian', 'actor', 'screenwriter', 'producer']",
,,,,,,,,,Michael Weatherly,https://en.wikipedia.org/wiki/Michael_Weatherly,50,U.S.,New York,New York City,American,,,M,"['Actor', 'producer', 'director']",
,,,,,,,,,Krysten Ritter,https://en.wikipedia.org/wiki/Krysten_Ritter,36,U.S.,Pennsylvania,Bloomsburg,American,,,F,"['Actress', 'musician', 'model']",
,,,,,,,,,Shiri Appleby,https://en.wikipedia.org/wiki/Shiri_Appleby,39,U.S.,California,Los Angeles,American,,,F,"['Actress', 'director']",
,,,,,,,,,Sean Hayes,https://en.wikipedia.org/wiki/Sean_Hayes_(actor),48,U.S.,Illinois,Chicago,American,,,M,"['Actor', 'comedian', 'producer']",
,,,,,,,,,Brooklyn Decker,https://en.wikipedia.org/wiki/Brooklyn_Decker,31,U.S.,Ohio,Kettering,American,,,F,['Model'],
,,,,,,,,,Nick Swardson,https://en.wikipedia.org/wiki/Nick_Swardson,42,U.S.,Minnesota,Minneapolis,American,,,M,"['Standup comedian', 'actor', 'screenwriter', 'producer']",
,,,,,,,,,Lizzy Caplan,https://en.wikipedia.org/wiki/Lizzy_Caplan,36,U.S.,California,Los Angeles,American,,,F,"['Actress', 'model']",
,,,,,,,,,Mike Epps,https://en.wikipedia.org/wiki/Mike_Epps,47,U.S.,Indiana,Indianapolis,American,,,M,['Stand-up comedian'],
,,,,,,,,,Norman Reedus,https://en.wikipedia.org/wiki/Norman_Reedus,49,U.S.,Florida,Hollywood,American,,,M,"['Actor', 'model', 'photographer', 'director']",
,,,,,,,,,Gayle King,https://en.wikipedia.org/wiki/Gayle_King,63,U.S.,Maryland,Chevy Chase,American,,,M,"['Broadcast journalist', 'Magazine editor']",
,,,,,,,,,George Lopez,https://en.wikipedia.org/wiki/George_Lopez,57,U.S.,Los Angeles,California,American,,,M,['comedian'],
,,,,,,,,,Demi Lovato,https://en.wikipedia.org/wiki/Demi_Lovato,26,U.S.,New Mexico,Albuquerque,American,,,F,"['Singer', 'songwriter', 'actress', 'author']",
,,,,,,,,,Nick Jonas,https://en.wikipedia.org/wiki/Nick_Jonas,26,U.S.,Texas,Dallas,American,,,M,"['Singer', 'songwriter', 'actor']",
,,,,,,,,,Amy Ryan,https://en.wikipedia.org/wiki/Amy_Ryan,49,U.S.,New York,New York City,American,,,F,['Actress'],
,,,,,,,,,Aaron Paul,https://en.wikipedia.org/wiki/Aaron_Paul,39,U.S.,Idaho,Emmett,American,,,M,['Actor'],
,,,,,,,,,Michael Ian Black,https://en.wikipedia.org/wiki/Michael_Ian_Black,47,U.S.,Illinois,Chicago,American,,,M,['comedian'],
,,,,,,,,,Paul Dano,https://en.wikipedia.org/wiki/Paul_Dano,34,U.S.,New York,New York City,American,,,M,"['Actor', 'director', 'screenwriter', 'producer', 'singer', 'musician']",
,,,,,,,,,Kevin Hart,https://en.wikipedia.org/wiki/Kevin_Hart,39,U.S.,Philadelphia,Pennsylvania,American,,,M,['comedian'],
,,,,,,,,,RuPaul Charles,https://en.wikipedia.org/wiki/RuPaul,57,U.S.,California,San Diego,American,,,F,"['Drag performer', 'actor', 'model',  'singer', 'songwriter', 'television personality',  'author']",
,,,,,,,,,Kevin Love,https://en.wikipedia.org/wiki/Kevin_Love,30,U.S.,California,Santa Monica,American,,,M,['basketball player'],
,,,,,,,,,Sara,https://en.wikipedia.org/wiki/Sara_Foster,37,U.S.,California,Los Angeles,American,,,F,['Actress'],
,,,,,,,,,Erin Foster,https://en.wikipedia.org/wiki/Erin_Foster,36,U.S.,California,Los Angeles,American,,,F,"['Writer', 'performer']",
,,,,,,,,,Patrick Fugit,https://en.wikipedia.org/wiki/Patrick_Fugit,36,U.S.,Utah,Salt Lake City,American,,,M,['Actor'],
,,,,,,,,,Natasha Lyonne,https://en.wikipedia.org/wiki/Natasha_Lyonne,39,U.S.,New York,New York City,American,,,F,['Actress'],
,,,,,,,,,Rob Corddry,https://en.wikipedia.org/wiki/Rob_Corddry,47,U.S.,Massachusetts,Weymouth,American,,,M,"['Actor', 'comedian']",
,,,,,,,,,Michael K. Williams,https://en.wikipedia.org/wiki/Michael_K._Williams,51,U.S.,New York,New York City,American,,,M,"['Actor', 'dancer', 'reporter']",
,,,,,,,,,Zoe Saldana,https://en.wikipedia.org/wiki/Zoe_Saldana,40,U.S.,New Jersey,Passaic,American,,,F,"['Actress', 'dancer']",
,,,,,,,,,Will Smith,https://en.wikipedia.org/wiki/Will_Smith,50,U.S.,Pennsylvania,Philadelphia,American,,,M,"['Actor', 'film producer', 'rapper', 'songwriter', 'comedian',  'media personality',  'record producer']",
,,,,,,,,,Tony Hale,https://en.wikipedia.org/wiki/Tony_Hale,48,U.S.,New York,West Point,American,,,M,"['Actor', 'comedian']",
,,,,,,,,,Kevin Smith,https://en.wikipedia.org/wiki/Kevin_Smith,48,U.S.,New Jersey,Red Bank,American,,,M,"['Filmmaker', 'actor', 'comedian', 'public speaker', 'comic book writer', 'author', 'podcaster']",
,,,,,,,,,Spike Feresten,https://en.wikipedia.org/wiki/Spike_Feresten,54,U.S.,Massachusetts,Fall River,American,,,M,['Screenwriter'],
,,,,,,,,,Adam Brody,https://en.wikipedia.org/wiki/Adam_Brody,38,U.S.,California,San Diego,American,,,M,"['Actor', 'writer', 'musician', 'producer']",
,,,,,,,,,Anna Gunn,https://en.wikipedia.org/wiki/Anna_Gunn,50,U.S.,Ohio,Cleveland,American,,,F,['Actress'],
,,,,,,,,,Harry Connick Jr.,https://en.wikipedia.org/wiki/Harry_Connick_Jr.,51,U.S.,Louisiana,New Orleans,American,,,M,"['Singer', 'composer', 'actor',  'television host']",
,,,,,,,,,Chesley Sullenberger,https://en.wikipedia.org/wiki/Chesley_Sullenberger,67,U.S.,Texas,Denison,American,,,M,['Airline Captain'],
,,,,,,,,,Jessica Alba,https://en.wikipedia.org/wiki/Jessica_Alba,37,U.S.,California,Pomona,American,,,F,"['Actress', 'businesswoman']",
,,,,,,,,,George Takei,https://en.wikipedia.org/wiki/George_Takei,81,U.S.,California,Los Angeles,American,,,M,"['Actor', 'author', 'voice artist', 'director', 'activist']",Democratic
,,,,,,,,,Jeff Ross,https://en.wikipedia.org/wiki/Jeff_Ross,53,U.S.,New Jersey,Springfield,American,,,M,['Stand-up comedian'],
,,,,,,,,,Joseph Gordon-Levitt,https://en.wikipedia.org/wiki/Joseph_Gordon-Levitt,37,U.S.,California,Los Angeles,American,,,M,"['Actor', 'filmmaker', 'singer',  'entrepreneur']",
,,,,,,,,,Allen Iverson,https://en.wikipedia.org/wiki/Allen_Iverson,43,U.S.,Virginia,Hampton,American,,,M,['Basketball Player'],
,,,,,,,,,Chris Gethard,https://en.wikipedia.org/wiki/Chris_Gethard,38,U.S.,New Jersey,West Orange,American,,,M,"['Actor', 'comedian', 'writer']",
,,,,,,,,,Chris Pratt,https://en.wikipedia.org/wiki/Chris_Pratt,39,U.S.,Minnesota,Virginia,American,,,M,['Actor'],
,,,,,,,,,Scott Bakula,https://en.wikipedia.org/wiki/Scott_Bakula,64,U.S.,Missouri,St. Louis,American,,,M,"['Actor', 'singer', 'director']",
,,,,,,,,,Tim Meadows,https://en.wikipedia.org/wiki/Tim_Meadows,57,U.S.,Michigan,Highland Park,American,,,M,"['Actor', 'comedian']",
,,,,,,,,,Bruce Springsteen,https://en.wikipedia.org/wiki/Bruce_Springsteen,69,U.S.,New Jersey,Long Branch,American,,,M,"['Singer', 'songwriter']",
,,,,,,,,,Rob Lowe,https://en.wikipedia.org/wiki/Rob_Lowe,54,U.S.,Virginia,Charlottesville,American,,,M,['Actor'],
,,,,,,,,,Sean Penn,https://en.wikipedia.org/wiki/Sean_Penn,58,U.S.,California,Santa Monica,American,,,M,"['Actor', 'filmmaker']",Democratic
,,,,,,,,,Sutton Foster,https://en.wikipedia.org/wiki/Sutton_Foster,43,U.S.,Georgia,Statesboro,American,,,F,"['Actress', 'singer', 'dancer']",
,,,,,,,,,Donnie Wahlberg,https://en.wikipedia.org/wiki/Donnie_Wahlberg,49,U.S.,Massachusetts,Boston,American,,,M,"['Singer', 'songwriter', 'actor', 'record producer', 'film producer']",
,,,,,,,,,Cheri Oteri,https://en.wikipedia.org/wiki/Cheri_Oteri,56,U.S.,Pennsylvania,Upper Darby,American,,,F,['Actress'],
,,,,,,,,,Paul F. Tompkins,https://en.wikipedia.org/wiki/Paul_F._Tompkins,50,U.S.,Pennsylvania,Mount Airy,American,,,M,"['Comedian', 'actor', 'writer', 'producer']",
,,,,,,,,,Armie Hammer,https://en.wikipedia.org/wiki/Armie_Hammer,32,U.S.,California,Santa Monica,American,,,M,['Actor'],
,,,,,,,,,Lindsey Vonn,https://en.wikipedia.org/wiki/Lindsey_Vonn,34,U.S.,Minnesota,Saint Paul,American,,,F,['Ski Racer'],
,,,,,,,,,Diane Lane,https://en.wikipedia.org/wiki/Diane_Lane,53,U.S.,New York,New York City,American,,,F,['Actress'],
,,,,,,,,,Tiger Woods,https://en.wikipedia.org/wiki/Tiger_Woods,42,U.S.,California,Cypress,American,,,M,['Golfer'],
,,,,,,,,,Matt LeBlanc,https://en.wikipedia.org/wiki/Matt_LeBlanc,51,U.S.,Massachusetts,Newton,American,,,M,"['Actor', 'television host', 'comedian']",
,,,,,,,,,Dermot Mulroney,https://en.wikipedia.org/wiki/Dermot_Mulroney,54,U.S.,Virginia,Alexandria,American,,,M,['Actor'],
,,,,,,,,,Pusha T,https://en.wikipedia.org/wiki/Pusha_T,41,U.S.,New York,New York City,American,,,M,['Rapper'],
,,,,,,,,,Drew Carey,https://en.wikipedia.org/wiki/Drew_Carey,60,U.S.,Ohio,,American,,,M,['Stand-up Comedian'],
,,,,,,,,,J. B. Smoove,https://en.wikipedia.org/wiki/J._B._Smoove,53,U.S.,North Carolina,Plymouth,American,,,M,"['Actor', 'writer', 'comedian', 'voice actor']",
,,,,,,,,,Mel Gibson,https://en.wikipedia.org/wiki/Mel_Gibson,62,U.S.,New York,Peekskill,American,,,M,"['Actor', 'director', 'producer']",
,,,,,,,,,Tig Notaro,https://en.wikipedia.org/wiki/Tig_Notaro,47,U.S.,Mississippi,Jackson,American,,,F,['Stand-up Comedian'],
,,,,,,,,,Don Cheadle,https://en.wikipedia.org/wiki/Don_Cheadle,53,U.S.,Missouri,Kansas City,New York,,,M,"['Actor', 'film producer', 'director', 'writer', 'author']",
,,,,,,,,,Stevie Wonder,https://en.wikipedia.org/wiki/Stevie_Wonder,68,U.S.,Michigan,Saginaw,New York,,,M,"['Singer', 'songwriter', 'musician', 'record producer',  'multi instrumentalist']",
,,,,,,,,,Jeff Goldblum,https://en.wikipedia.org/wiki/Jeff_Goldblum,66,U.S.,Pennsylvania,Pittsburgh,American,,,M,"['Actor', 'musician']",
,,,,,,,,,Simone Biles,https://en.wikipedia.org/wiki/Simone_Biles,21,U.S.,Ohio,Columbus,American,,,F,['Artistic Gymnast'],
,,,,,,,,,Jeff Watson,https://en.wikipedia.org/wiki/Jeff_Daniels,63,U.S.,Georgia,Clarke County,American,,,M,"['Actor', 'musician', 'playwright']",
,,,,,,,,,Carrie Fisher,https://en.wikipedia.org/wiki/Carrie_Fisher,60,U.S.,California,Burbank,American,,,F,"['Actress',  'writer',  'comedian']",
,,,,,,,,,James Marsden,https://en.wikipedia.org/wiki/James_Marsden,45,U.S.,Oklahoma,Stillwater,American,,,M,"['Actor',  'singer',  'model']",
,,,,,,,,,Jimmie Johnson,https://en.wikipedia.org/wiki/Jimmie_Johnson,43,U.S.,California,El Cajon,American,,,M,['Car Racing Driver'],
,,,,,,,,,Danny DeVito,https://en.wikipedia.org/wiki/Danny_DeVito,73,U.S.,New Jersey,Neptune Township,American,,,M,"['Actor', 'filmmaker']",
,,,,,,,,,Lauren Cohan,https://en.wikipedia.org/wiki/Lauren_Cohan,36,U.S.,New Jersey,Cherry Hill,American,,,F,"['Actress', 'model']",
,,,,,,,,,Ali Wentworth,https://en.wikipedia.org/wiki/Alexandra_Wentworth,53,U.S.,D.C.,Washington,American,,,F,"['Actress', 'comedian', 'author','producer']",
,,,,,,,,,Jason Bateman,https://en.wikipedia.org/wiki/Jason_Bateman,49,U.S.,New York,Rye,American,,,M,"['Actor', 'director', 'producer']",
,,,,,,,,,DJ Khaled,https://en.wikipedia.org/wiki/DJ_Khaled,42,U.S.,Louisiana,New Orleans,American,,,M,"['Record executive', 'record producer', 'disc jockey', 'radio personality', 'hype man']",
,,,,,,,,,Mark Wahlberg,https://en.wikipedia.org/wiki/Mark_Wahlberg,47,U.S.,Massachusetts,Boston,American,,,M,"['Actor', 'producer',  'businessman',  'model',  'rapper', 'songwriter']",
,,,,,,,,,Lee Daniels,https://en.wikipedia.org/wiki/Lee_Daniels,58,U.S.,Pennsylvania,Philadelphia,American,,,M,"['Producer', 'director', 'writer']",
,,,,,,,,,James Franco,https://en.wikipedia.org/wiki/James_Franco,40,U.S.,California,Palo Alto,American,,,M,"['Actor', 'filmmaker']",
,,,,,,,,,Michael Stipe,https://en.wikipedia.org/wiki/Michael_Stipe,58,U.S.,Georgia,,American,,,M,['Singer'],
,,,,,,,,,Chris Messina,https://en.wikipedia.org/wiki/Chris_Messina,44,U.S.,New York,Northport,American,,,M,"['Actor', 'film director']",
,,,,,,,,,Hayden Panettiere,https://en.wikipedia.org/wiki/Hayden_Panettiere,29,U.S.,New York,Palisades,American,,,F,"['Actress', 'model', 'singer']",
,,,,,,,,,Billy Joel,https://en.wikipedia.org/wiki/Billy_Joel,69,U.S.,New York,New York City,American,,,M,['Singer-Songwriter'],
,,,,,,,,,Josh Holloway,https://en.wikipedia.org/wiki/Josh_Holloway,49,U.S.,California,San Jose,American,,,M,"['Actor', 'model', 'producer']",
,,,,,,,,,Gabrielle Union,https://en.wikipedia.org/wiki/Gabrielle_Union,46,U.S.,Nebraska,Omaha,American,,,F,['Actress'],
,,,,,,,,,Cuba Gooding Jr.,https://en.wikipedia.org/wiki/Cuba_Gooding_Jr.,50,U.S.,New York,New York City,American,,,M,"['Actor', 'comedian']",
,,,,,,,,,Gilbert Gottfried,https://en.wikipedia.org/wiki/Gilbert_Gottfried,63,U.S.,New York,New York City,American,,,M,['Stand-up comedian'],
,,,,,,,,,Louie Anderson,https://en.wikipedia.org/wiki/Louie_Anderson,65,U.S.,Minnesota,Saint Paul,American,,,M,"['Actor', 'comedian', 'game show host', 'author']",
,,,,,,,,,Cristela Alonzo,https://en.wikipedia.org/wiki/Cristela_Alonzo,39,U.S.,Texas,San Juan,American,,,F,"['Standup comedian', 'actress', 'writer', 'producer']",
,,,,,,,,,Josh Groban,https://en.wikipedia.org/wiki/Josh_Groban,37,U.S.,California,Los Angeles,American,,,M,['Singer'],
,,,,,,,,,Rachael Ray,https://en.wikipedia.org/wiki/Rachael_Ray,50,U.S.,New York,Glens Falls,American,,,F,['Chef'],
,,,,,,,,,Christina Ricci,https://en.wikipedia.org/wiki/Christina_Ricci,38,U.S.,California,Santa Monica,American,,,F,"['Actress', 'producer']",
,,,,,,,,,Michael Bolton,https://en.wikipedia.org/wiki/Michael_Bolton,65,U.S.,Connecticut,New Haven,American,,,M,['Singer'],
,,,,,,,,,Taran Killam,https://en.wikipedia.org/wiki/Taran_Killam,36,U.S.,California,Culver City,American,,,M,['Actor'],
,,,,,,,,,Shailene Woodley,https://en.wikipedia.org/wiki/Shailene_Woodley,26,U.S.,California,San Bernardino,American,,,F,"['Actress', 'activist']",
,,,,,,,,,Christina Hendricks,https://en.wikipedia.org/wiki/Christina_Hendricks,43,U.S.,Tennessee,Knoxville,American,,,F,['Actress'],
,,,,,,,,,Uma Thurman,https://en.wikipedia.org/wiki/Uma_Thurman,48,U.S.,Massachusetts,Boston,American,,,F,"['Actress', 'model']",
,,,,,,,,,Kate Upton,https://en.wikipedia.org/wiki/Kate_Upton,26,U.S.,Michigan,St. Joseph,American,,,F,"['Model', 'actress']",
,,,,,,,,,Yvette Nicole Brown,https://en.wikipedia.org/wiki/Yvette_Nicole_Brown,47,U.S.,Ohio,East Cleveland,American,,,F,"['Actress', 'voice actress', 'comedian']",
,,,,,,,,,Billy Gardell,https://en.wikipedia.org/wiki/Billy_Gardell,49,U.S.,Pennsylvania,Pittsburgh,American,,,M,['Stand-up Comedian'],
,,,,,,,,,Zoey Deutch,https://en.wikipedia.org/wiki/Zoey_Deutch,23,U.S.,California,Los Angeles,American,,,F,"['Actor', 'producer', 'activist']",
,,,,,,,,,Chris Colfer,https://en.wikipedia.org/wiki/Chris_Colfer,28,U.S.,California,Clovis,American,,,M,"['Actor', 'singer', 'writer']",
,,,,,,,,,Condola Rashād,https://en.wikipedia.org/wiki/Condola_Rash%C4%81d,31,U.S.,New York,New York City,American,,,F,['Actress'],
,,,,,,,,,Paul Rust,https://en.wikipedia.org/wiki/Paul_Rust,37,U.S.,Iowa,Le Mars,American,,,M,"['Actor', 'comedian', 'writer']",
,,,,,,,,,Jackson Galaxy,https://en.wikipedia.org/wiki/Jackson_Galaxy,52,U.S.,New York,New York City,American,,,M,"['Cat behaviorist', 'Television host']",
,,,,,,,,,Kristen Stewart,https://en.wikipedia.org/wiki/Kristen_Stewart,28,U.S.,California,Los Angeles,American,,,F,"['Actress', 'director']",
,,,,,,,,,Jurnee Smollett-Bell,https://en.wikipedia.org/wiki/Jurnee_Smollett-Bell,32,U.S.,New York,New York City,American,,,F,['Actress'],
,,,,,,,,,Todd Barry,https://en.wikipedia.org/wiki/Todd_Barry,54,U.S.,New York,New York City,American,,,M,['Stand-up Comedian'],
,,,,,,,,,Jessica Lange,https://en.wikipedia.org/wiki/Jessica_Lange,69,U.S.,Minnesota,Cloquet,American,,,F,"['Actress', 'photographer']",
,,,,,,,,,Judy Gold,https://en.wikipedia.org/wiki/Judy_Gold,55,U.S.,New Jersey,Newark,American,,,F,"['Standup', 'comedian']",
,,,,,,,,,Josh Lucas,https://en.wikipedia.org/wiki/Josh_Lucas,47,U.S.,Arkansas,Fayetteville,American,,,M,['Actor'],
,,,,,,,,,Michael McKean,https://en.wikipedia.org/wiki/Michael_McKean,71,U.S.,New York,New York City,American,,,M,"['Actor', 'comedian', 'writer', 'composer', 'musician']",
,,,,,,,,,H. Jon Benjamin,https://en.wikipedia.org/wiki/H._Jon_Benjamin,52,U.S.,Massachusetts,Worcester,American,,,M,['Actor'],
,,,,,,,,,Emma Roberts,https://en.wikipedia.org/wiki/Emma_Roberts,27,U.S.,New York,Rhinebeck,American,,,F,"['Actress', 'singer']",
,,,,,,,,,Luke Bryan,https://en.wikipedia.org/wiki/Luke_Bryan,42,U.S.,Georgia,Leesburg,American,,,M,['Singer-Songwriter'],
,,,,,,,,,Dierks Bentley,https://en.wikipedia.org/wiki/Dierks_Bentley,42,U.S.,Arizona,Phoenix,American,,,M,['Singer-Songwriter'],
,,,,,,,,,Marisa Tomei,https://en.wikipedia.org/wiki/Marisa_Tomei,53,U.S.,New York,New York City,American,,,F,['Actress'],
,,,,,,,,,Joey McIntyre,https://en.wikipedia.org/wiki/Joey_McIntyre,45,U.S.,Massachusetts,Needham,American,,,M,['Singer-Songwriter'],
,,,,,,,,,Louis C.K.,https://en.wikipedia.org/wiki/Louis_C.K.,51,U.S.,D.C.,Washington,American,,,M,['Stand-up Comedian'],
,,,,,,,,,Kadeem Hardison,https://en.wikipedia.org/wiki/Kadeem_Hardison,53,U.S.,New York,Brooklyn,American,,,M,['Actor'],
,,,,,,,,,Elisabeth Moss,https://en.wikipedia.org/wiki/Elisabeth_Moss,36,U.S.,California,Los Angeles,American,,,F,['Actor'],
,,,,,,,,,Rosario Dawson,https://en.wikipedia.org/wiki/Rosario_Dawson,39,U.S.,New York,New York City,American,,,F,"['Actress', 'producer', 'writer']",
,,,,,,,,,Dave,https://en.wikipedia.org/wiki/Dave_Grohl,49,U.S.,Ohio,Warren,American,,,M,['Singer-Songwriter'],
,,,,,,,,,LL Cool J,https://en.wikipedia.org/wiki/LL_Cool_J,50,U.S.,New York,Long Island,American,,,M,['Singer'],
,,,,,,,,,Paul Scheer,https://en.wikipedia.org/wiki/Paul_Scheer,42,U.S.,New York,Huntington,American,,,M,"['Actor', 'comedian', 'podcaster', 'writer', 'director', 'producer']",
,,,,,,,,,Tracy Morgan,https://en.wikipedia.org/wiki/Tracy_Morgan,49,U.S.,New York,New York City,American,,,M,"['Actor', 'comedian']",
,,,,,,,,,Timothy Simons,https://en.wikipedia.org/wiki/Timothy_Simons,40,U.S.,Maine,Readfield,American,,,M,"['Actor', 'comedian']",
,,,,,,,,,Danny McBride,https://en.wikipedia.org/wiki/Danny_McBride,41,U.S.,Georgia,Statesboro,American,,,M,"['Actor', 'comedian']",
,,,,,,,,,Paula Poundstone,https://en.wikipedia.org/wiki/Paula_Poundstone,58,U.S.,Alabama,Huntsville,American,,,F,['Stand-up Comedian'],
,,,,,,,,,Ben Platt,https://en.wikipedia.org/wiki/Ben_Platt_(actor),25,U.S.,California,Los Angeles,American,,,M,"['Actor', 'singer']",
,,,,,,,,,Terry Crews,https://en.wikipedia.org/wiki/Terry_Crews,50,U.S.,Michigan,Flint,American,,,M,['Actor'],
,,,,,,,,,Rob Huebel,https://en.wikipedia.org/wiki/Rob_Huebel,49,U.S.,Virginia,Alexandria,American,,,M,"['Acto'r, 'comedian', 'writer']",
,,,,,,,,,Robin Wright,https://en.wikipedia.org/wiki/Robin_Wright,52,U.S.,Texas,Dallas,American,,,F,"['Actress', 'director']",
,,,,,,,,,Hannibal Buress,https://en.wikipedia.org/wiki/Hannibal_Buress,35,U.S.,Illinois,Chicago,American,,,M,"['Actor', 'comedian', 'writer', 'producer']",
,,,,,,,,,Laurie Metcalf,https://en.wikipedia.org/wiki/Laurie_Metcalf,63,U.S.,Illinois,Carbondale,American,,,F,['Actress'],
,,,,,,,,,Sam Richardson,https://en.wikipedia.org/wiki/Sam_Richardson_(actor),34,U.S.,Michigan,Detroit,American,,,M,"['Actor', 'writer', 'comedian']",
,,,,,,,,,Bill Burr,https://en.wikipedia.org/wiki/Bill_Burr,50,U.S.,Massachusetts,Canton,American,,,M,['Stand-up Comedian'],
,,,,,,,,,Ice Cube,https://en.wikipedia.org/wiki/Ice_Cube,49,U.S.,California,Los Angeles,American,,,M,"['Actor', 'Rapper']",
,,,,,,,,,Woody Harrelson,https://en.wikipedia.org/wiki/Woody_Harrelson,57,U.S.,Texas,Midland,American,,,M,"['Actor', 'playwright']",
,,,,,,,,,Michael Showalter,https://en.wikipedia.org/wiki/Michael_Showalter,48,U.S.,New Jersey,Princeton,American,,,M,['Comedian'],
,,,,,,,,,Ashton Kutcher,https://en.wikipedia.org/wiki/Ashton_Kutcher,40,U.S.,Iowa,Cedar Rapids,American,,,M,"['Actor', 'producer', 'entrepreneur']",
,,,,,,,,,Matthew McConaughey,https://en.wikipedia.org/wiki/Matthew_McConaughey,48,U.S.,Texas,Uvalde,American,,,M,"['Actor', 'producer', 'model', 'writer', 'director']",
,,,,,,,,,Dave Chappelle,https://en.wikipedia.org/wiki/Dave_Chappelle,45,U.S.,D.C.,Washington,American,,,M,['Stand-up Comedian'],
,,,,,,,,,James Van Der Beek,https://en.wikipedia.org/wiki/James_Van_Der_Beek,41,U.S.,Connecticut,Cheshire,American,,,M,['Actor'],
,,,,,,,,,Joe Walsh,https://en.wikipedia.org/wiki/Joe_Walsh,70,U.S.,Kansas,Wichita,American,,,M,['Singer'],
,,,,,,,,,Laura Dern,https://en.wikipedia.org/wiki/Laura_Dern,51,U.S.,California,Los Angeles,American,,,F,"['Actress', 'activist', 'director', 'producer']",
,,,,,,,,,Leah Remini,https://en.wikipedia.org/wiki/Leah_Remini,48,U.S.,New York,New York City,American,,,F,"['Actress', 'singer', 'writer', 'activist', 'model']",
,,,,,,,,,Jim Jefferies,https://en.wikipedia.org/wiki/Jeff_Bridges,68,U.S.,California,Los Angeles,American,,,M,"['Actor', 'singer', 'producer', 'composer']",
,,,,,,,,,Tiffany Haddish,https://en.wikipedia.org/wiki/Tiffany_Haddish,38,U.S.,California,Los Angeles,American,,,F,['Actress'],
,,,,,,,,,Andrew Dice Clay,https://en.wikipedia.org/wiki/Andrew_Dice_Clay,61,U.S.,New York,New York City,American,,,M,['Stand-up Comedian'],
,,,,,,,,,Michael Rapaport,https://en.wikipedia.org/wiki/Michael_Rapaport,48,U.S.,New York,New York City,American,,,M,"['Actor', 'Director', 'Podcast host', 'Comedian']",
,,,,,,,,,Emma Stone,https://en.wikipedia.org/wiki/Emma_Stone,29,U.S.,Arizona,Scottsdale,American,,,F,['Actress'],
,,,,,,,,,Jeff Bridges,https://en.wikipedia.org/wiki/Jeff_Bridges,68,U.S.,California,Los Angeles,American,,,M,"['Actor', 'singer', 'producer', 'composer']",
,,,,,,,,,Pamela Adlon,https://en.wikipedia.org/wiki/Pamela_Adlon,52,U.S.,New York,Albany,American,,,F,"['Actress', 'screenwriter', 'producer', 'director']",
,,,,,,,,,Chance the Rapper,https://en.wikipedia.org/wiki/Chance_the_Rapper,25,U.S.,Illinois,Chicago,American,,,M,"['Rapper', 'singer', 'songwriter', 'record producer', 'actor', 'philanthropist']",
