occupation - Split 1,education - Split 1,education - Split 2,education - Split 3,education - Split 4,education - Split 5,almamater - Split 1,almamater - Split 2,almamater - Split 3,almamater - Split 4,name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,Gender,occupation,political_party
"Government ,Politics and Military",Trinity Washington University,,,,,,,,,Nancy Pelosi,https://en.wikipedia.org/wiki/Nancy_Pelosi,78,U.S.,Maryland,Baltimore,American,,['Trinity Washington University'],F,['House Speaker'],Democratic
"Government ,Politics and Military",Boston University,,,,,,,,,Alexandria Ocasio-Cortez,https://en.wikipedia.org/wiki/Alexandria_Ocasio-Cortez,29,U.S.,New York,New York City,American,,['Boston University'],F,['Political Activist'],Democratic
"Government ,Politics and Military",,,,,,Georgia Institute of Technology,United States Naval Academy,,,Jimmy Carter,https://en.wikipedia.org/wiki/Jimmy_Carter,94,U.S.,Georgia,Plains,American,"['Georgia Institute of Technology', 'United States Naval Academy']",,M,['President of the United States'],Democratic
"Government ,Politics and Military",Georgetown University,"University College,Oxford",,Yale Law School,,,,,,Bill Clinton,https://en.wikipedia.org/wiki/Bill_Clinton,72,U.S.,Arkansas,Hope,American,,"['Georgetown University', 'University College, Oxford', 'Yale Law School']",M,['President of the United States'],Democratic
"Government ,Politics and Military",Harvard University,,,,,,,,,Chuck Schumer,https://en.wikipedia.org/wiki/Chuck_Schumer,67,U.S.,New York,New York City,American,,['Harvard University'],M,['Senator'],Democratic
"Government ,Politics and Military",University of Missouri,,,,,,,,,Claire McCaskill,https://en.wikipedia.org/wiki/Claire_McCaskill,65,U.S.,Missouri,Rolla,American,,['University of Missouri'],F,['Senator'],Democratic
"Government ,Politics and Military",Dartmouth College,University of California,,,,,,,,Senator Kirsten Gillibrand,https://en.wikipedia.org/wiki/Kirsten_Gillibrand,51,U.S.,New York,Albany,American,,"['Dartmouth College', 'University of California, Los Angeles']",F,['Senator'],Democratic
"Government ,Politics and Military",Howard University,University of California,,,,,,,,Kamala Harris,https://en.wikipedia.org/wiki/Kamala_Harris,54,U.S.,California,Oakland,American,,"['Howard University', 'University of California, Hastings']",F,['Senator'],Democratic
"Government ,Politics and Military",Yale University,University of Chicago,,,,,,,,Amy Klobuchar,https://en.wikipedia.org/wiki/Amy_Klobuchar,58,U.S.,Minnesota,Plymouth,American,,"['Yale University',  'University of Chicago']",F,['Senator'],Democratic
"Government ,Politics and Military",University of Missouri,Harvard University,,,,,,,,Senator Tim Kaine,https://en.wikipedia.org/wiki/Tim_Kaine,60,U.S.,Minnesota,Saint Paul,American,,"['University of Missouri', 'Harvard University']",M,['Senator'],Democratic
"Government ,Politics and Military",George Washington University,University of Houston,Rutgers University Newark,,,,,,,Elizabeth Warren,https://en.wikipedia.org/wiki/Elizabeth_Warren,69,U.S.,Oklahoma,Oklahoma City,American,,"['George Washington University', 'University of Houston', 'Rutgers University Newark']",F,['Senator'],Democratic
"Government ,Politics and Military",Stanford University,"The Queens College,Oxford",,Yale University,,,,,,Cory Booker,https://en.wikipedia.org/wiki/Cory_Booker,49,U.S.,D.C.,Washington,American,,"['Stanford University', 'The Queens College, Oxford', 'Yale University']",M,['Senator'],Democratic
"Government ,Politics and Military",Stanford University,"Magdalen College,Oxford",,Harvard University,,,,,,Justice Stephen Breyer,https://en.wikipedia.org/wiki/Stephen_Breyer,80,U.S.,California,San Francisco,American,,"['Stanford University','Magdalen College, Oxford', 'Harvard University']",M,['Supreme Court Justice'],Democratic
"Government ,Politics and Military",Yale University,Harvard University,,,,,,,,Samantha Power,https://en.wikipedia.org/wiki/Samantha_Power,48,Ireland,Leinster,Dublin,American,,"['Yale University', 'Harvard University']",F,['United States Ambassador to the United Nations'],Democratic
"Government ,Politics and Military",Columbia University,,,,,,,,,Eric Holder,https://en.wikipedia.org/wiki/Eric_Holder,67,U.S.,New York,New York City,American,,['Columbia University'],M,['United States Attorney General'],Democratic
"Government ,Politics and Military",Boston College,Stanford University,,,,,,,,Dr. Ernest Moniz,https://en.wikipedia.org/wiki/Ernest_Moniz,73,U.S.,Massachusetts,Fall River,American,,"['Boston College', 'Stanford University']",M,['United States Secretary of Energy'],Democratic
"Government ,Politics and Military",Stanford University,Harvard University,,,,,,,,Julian Castro,https://en.wikipedia.org/wiki/Julian_Castro,44,U.S.,Texas,San Antonio,American,,"['Stanford University', 'Harvard University']",M,['United States Secretary of Housing and Urban Development'],Democratic
"Government ,Politics and Military",Wellesley College,Johns Hopkins University,Columbia University,,,,,,,Madeleine Albright,https://en.wikipedia.org/wiki/Madeleine_Albright,81,Czech Republic,Prague,,American,,"['Wellesley College', 'Johns Hopkins University', 'Columbia University']",F,['United States Secretary of State'],Democratic
"Government ,Politics and Military",Yale University,Boston College,,,,,,,,John Kerry,https://en.wikipedia.org/wiki/John_Kerry,74,U.S.,Colorado,Aurora,American,,"['Yale University', 'Boston College']",M,['United States Secretary of State'],Democratic
"Government ,Politics and Military",Harvard University,Vanderbilt University,,,,,,,,Al Gore,https://en.wikipedia.org/wiki/Al_Gore,70,U.S.,D.C.,Washington,American,,"['Harvard University',  'Vanderbilt University']",M,['Vice President of the United States'],Democratic
"Government ,Politics and Military",University of Delaware,Syracuse University,,,,,,,,Joe Biden,https://en.wikipedia.org/wiki/Joe_Biden,75,U.S.,Pennsylvania,Scranton,American,,"['University of Delaware', 'Syracuse University']",M,['Vice President of the United States'],Democratic
"Government ,Politics and Military",Sarah Lawrence College,Northwestern University,,,,,,,,Rahm Emanuel,https://en.wikipedia.org/wiki/Rahm_Emanuel,58,U.S.,Illinois,,American,,"['Sarah Lawrence College', 'Northwestern University']",M,['White House Chief of Staff'],Democratic
"Government ,Politics and Military",Rice University,,,,,,,,,Josh Earnest,https://en.wikipedia.org/wiki/Josh_Earnest,43,U.S.,Missouri,Kansas City,American,,['Rice University'],M,['White House Press Secretary'],Democratic
"Government ,Politics and Military",,,,,,SUNY Plattsburgh,,,,Anthony Weiner,https://en.wikipedia.org/wiki/Anthony_Weiner,54,U.S.,New York,New York City,American,['SUNY Plattsburgh'],,M,['Congressman'],Democratic
"Government ,Politics and Military",Columbia University,,,,,,,,,Beto O'Rourke,https://en.wikipedia.org/wiki/Beto_O%27Rourke,46,U.S.,Texas,El Paso,American,,['Columbia University'],M,['Congressman'],Democratic
"Government ,Politics and Military",Stanford University,Harvard University,,,,,,,,Joe Kennedy III,https://en.wikipedia.org/wiki/Joe_Kennedy_III,38,U.S.,Massachusetts,,American,,"['Stanford University', 'Harvard University']",M,['Congressman'],Democratic
Journalists and Writers,,,,,,Georgetown University,,,,Maria Shriver,https://en.wikipedia.org/wiki/Maria_Shriver,62,U.S.,Illinois,Chicago,American,['Georgetown University'],,F,['Journalist'],Democratic
Journalists and Writers,,,,,,College of the Holy Cross,,,,Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter),37,U.S.,Massachusetts,Winchester,American,['College of the Holy Cross'],,M,['Speechwriter'],Democratic
Attorney,University of Tennessee at Martin,Yale University,,,,,,,,Van Jones,https://en.wikipedia.org/wiki/Van_Jones,50,U.S.,Tennessee,Jackson,American,,"['University of Tennessee at Martin', 'Yale University']",M,"['Attorney', 'commentator', 'political activist']",Democratic
Attorney,Saint Louis University,University of Pennsylvania,George Washington University,,,,,,,Michael Avenatti,https://en.wikipedia.org/wiki/Michael_Avenatti,47,U.S.,California,Sacramento,American,,"['Saint Louis University', 'University of Pennsylvania', 'George Washington University']",F,['Attorney'],Democratic
Business and Corporate,,,,,,Wharton School of the University of Pennsylvania,,,,Donny Deutsch,https://en.wikipedia.org/wiki/Donny_Deutsch,60,U.S.,New York,New York City,American,['Wharton School of the University of Pennsylvania'],,M,['Chairman of Deutsch Inc.'],Democratic
Business and Corporate,Johns Hopkins University,Harvard University,,,,,,,,Michael Bloomberg,https://en.wikipedia.org/wiki/Michael_Bloomberg,76,U.S.,Massachusetts,Boston,American,,"['Johns Hopkins University',  'Harvard University']",M,['CEO'],Democratic
Business and Corporate,,,,,,Harvard College,Harvard Business School,,,Sheryl Sandberg,https://en.wikipedia.org/wiki/Sheryl_Sandberg,49,U.S.,D.C.,Washington,American,"['Harvard College', 'Harvard Business School']",,F,['COO'],Democratic
Entertainment and Show Business,,,,,,Hampshire College,,,,Ken Burns,https://en.wikipedia.org/wiki/Ken_Burns,65,U.S.,New York,Brooklyn,American,['Hampshire College'],,M,['Filmmaker'],Democratic
Entertainment and Show Business,,,,,,Los Angeles City College,,,,Mark Hamill,https://en.wikipedia.org/wiki/Mark_Hamill,67,U.S.,California,Oakland,American,['Los Angeles City College'],,M,"['Actor', 'voice actor', 'writer']",Democratic
Entertainment and Show Business,,,,,,Occidental College,,,,Ben Affleck,https://en.wikipedia.org/wiki/Ben_Affleck,46,U.S.,California,Berkeley,American,['Occidental College'],,M,"['Actor', 'filmmaker']",Democratic
Entertainment and Show Business,,,,,,,,,,Sean Penn,https://en.wikipedia.org/wiki/Sean_Penn,58,U.S.,California,Santa Monica,American,,,M,"['Actor', 'filmmaker']",Democratic
Entertainment and Show Business,,,,,,,,,,George Takei,https://en.wikipedia.org/wiki/George_Takei,81,U.S.,California,Los Angeles,American,,,M,"['Actor', 'author', 'voice artist', 'director', 'activist']",Democratic
Entertainment and Show Business,,,,,,,,,,Mark Ruffalo,https://en.wikipedia.org/wiki/Mark_Ruffalo,50,U.S.,Wisconsin,Kenosha,American,,,M,"['Actor', 'producer', 'political activist']",Democratic
Entertainment and Show Business,,,,,,,,,,George Clooney,https://en.wikipedia.org/wiki/George_Clooney,57,U.S.,Kentucky,Lexington,American,,,M,"['Actor', 'screenwriter', 'producer with Smoke House Pictures', 'director']",Democratic
Entertainment and Show Business,,,,,,University of California,,,,Kal Penn,https://en.wikipedia.org/wiki/Kal_Penn,41,U.S.,New Jersey,Montclair,American,"['University of California, Los Angeles']",,M,"['Actor', 'comedian', 'film producer', 'civil servant', 'humanitarian']",Democratic
Entertainment and Show Business,,,,,,University of California,,,,Rob Reiner,https://en.wikipedia.org/wiki/Rob_Reiner,71,U.S.,New York,New York City,American,"['University of California, Los Angeles']",,M,"['Actor', 'filmmaker']",Democratic
Entertainment and Show Business,,,,,,New York University,George Washington University,,,Alec Baldwin,https://en.wikipedia.org/wiki/Alec_Baldwin,60,U.S.,New York,Amityville,American,"['New York University', 'George Washington University']",,M,"['Actor', 'writer', 'comedian', 'producer']",Democratic
Entertainment and Show Business,,,,,,Chabot College,California State University,,,Tom Hanks,https://en.wikipedia.org/wiki/Tom_Hanks,62,U.S.,California,Concord,American,"['Chabot College', 'California State University, Sacramento']",,M,"['Actor', 'filmmaker']",Democratic
Entertainment and Show Business,Barnard College,Hunter College High School,,,,,,,,Cynthia Nixon,https://en.wikipedia.org/wiki/Cynthia_Nixon,52,U.S.,New York,New York City,American,,"['Barnard College', 'Hunter College High School']",F,['Actress'],Democratic
"Government ,Politics and Military",Harvard University,,,,,,,,,Al Franken,https://en.wikipedia.org/wiki/Al_Franken,67,U.S.,New York,New York City,American,,['Harvard University'],M,['Senator'],DemocraticFarmerLabor
Entertainment and Show Business,,,,,,Bristol Old Vic Theatre School,,,,Patrick Stewart,https://en.wikipedia.org/wiki/Patrick_Stewart,78,U.K.,Yorkshire,Mirfield,British,['Bristol Old Vic Theatre School'],,M,"['Actor', 'voice actor']",Labour
Entertainment and Show Business,,,,,,Royal Academy of Dramatic Art,,,,Glenda Jackson,https://en.wikipedia.org/wiki/Glenda_Jackson,82,U.K.,Cheshire,,British,['Royal Academy of Dramatic Art'],,F,"['Actress', 'Politician']",Labour
Entertainment and Show Business,,,,,,Italia Conti Academy of Theatre Arts,Drama Centre London,,,Russell Brand,https://en.wikipedia.org/wiki/Russell_Brand,43,U.K.,Essex,Grays,British,"['Italia Conti Academy of Theatre Arts', 'Drama Centre London']",,M,['Comedian'],Labour
"Government ,Politics and Military",Duquesne University,,,,,,,,,Michael Hayden,https://en.wikipedia.org/wiki/Michael_Hayden_(general),73,U.S.,Pennsylvania,Pittsburgh,American,,['Duquesne University'],M,['Director of the Central Intelligence Agency'],Independent
"Government ,Politics and Military",College of William and Mary,University of Chicago,,,,,,,,James Comey,https://en.wikipedia.org/wiki/James_Comey,57,U.S.,New York,Yonkers,American,,"['College of William and Mary', 'University of Chicago']",M,['Director of the Federal Bureau of Investigation'],Independent
"Government ,Politics and Military",Seoul National University,Harvard University,,,,,,,,Ban Ki-moon,https://en.wikipedia.org/wiki/Ban_Ki-moon,74,South Korea,Eumseong County,,South Korean,,"['Seoul National University', 'Harvard University']",M,['Secretary-General of the United Nations'],Independent
"Government ,Politics and Military",University of Chicago,,,,,,,,,Bernie Sanders,https://en.wikipedia.org/wiki/Bernie_Sanders,77,U.S.,New York,New York City,American,,['University of Chicago'],M,['Senator'],Independent
"Government ,Politics and Military",,,,,,University of Alabama,University of Florida,,,Joe Scarborough,https://en.wikipedia.org/wiki/Joe_Scarborough,55,U.S.,Georgia,Atlanta,American,"['University of Alabama', 'University of Florida']",,M,['Congressman'],Independent
Journalists and Writers,,,,,,,,,,Jorge Ramos,https://en.wikipedia.org/wiki/Jorge_Ramos_(news_anchor)60,60,Mexico,Mexico City,,American,,,M,"['Journalist', 'author', 'activist']",Independent
Journalists and Writers,,,,,,Dartmouth College,,,,Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper,49,U.S.,New York,New York City,American,['Dartmouth College'],,M,['Journalist'],Independent
Journalists and Writers,,,,,,Syracuse University,Albany Law School,,,Megyn Kelly,https://en.wikipedia.org/wiki/Megyn_Kelly,47,U.S.,Illinois,Champaign,American,"['Syracuse University', 'Albany Law School']",,F,"['Journalist',  'News anchor', 'Political commentator', 'Lawyer']",Independent
Business and Corporate,,,,,,University of Pittsburgh,Kelley School of Business,Indiana University Bloomington,,Mark Cuban,https://en.wikipedia.org/wiki/Mark_Cuban,60,U.S.,Pennsylvania,Pittsburgh,American,"['University of Pittsburgh', 'Kelley School of Business', 'Indiana University Bloomington']",,M,"['Owner of Dallas Mavericks', 'Co-owner of 2929 Entertainment', 'Co-owner of Brondell', 'Chairman of AXS TV', 'Television personality', 'Entrepreneur']",Independent
Business and Corporate,Queens University,University of Pennsylvania,,,,,,,,Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk,47,South Africa,Transvaal,Pretoria,American,,"['Queens University', 'University of Pennsylvania']",M,"['Entrepreneur', ', investor']",Independent
Entertainment and Show Business,,,,,,,,,,Michael Caine,https://en.wikipedia.org/wiki/Michael_Caine,85,UK,London,Rotherhithe,British,,,M,"['Actor', 'producer', 'author']",Conservative
Entertainment and Show Business,Westminster School,"Magdalen College,Oxford",,Royal College of Music,,,,,,Andrew Lloyd Webber,https://en.wikipedia.org/wiki/Andrew_Lloyd_Webber,70,UK,London,Kensington,British,,"['Westminster School', 'Magdalen College, Oxford', 'Royal College of Music']",M,"['Composer', 'songwriter', 'theatre director', 'television personality', 'businessman']",Conservative
"Government ,Politics and Military",Boston University,Carnegie Mellon University,,,,,,,,Carmen Yulín Cruz,https://en.wikipedia.org/wiki/Carmen_Yul%C3%ADn_Cruz55,55,Puerto Rico,,,American,,"['Boston University', 'Carnegie Mellon University']",F,['Mayor'],Popular Democratic
Television journalists and hosts,,,,,,Columbia University,,,,Meghan McCain,https://en.wikipedia.org/wiki/Meghan_McCain,34,U.S.,Arizona,Phoenix,American,['Columbia University'],,F,"['Television host', 'author']",Republican
Television journalists and hosts,Marist College,Boston University,Harvard University,,,,,,,Bill O'Reilly,https://en.wikipedia.org/wiki/Bill_O%27Reilly_(political_commentator),69,U.S.,New York,New York City,American,,"['Marist College','Boston University', 'Harvard University']",M,"['Television host',  'political commentator', 'author']",Republican
"Government ,Politics and Military",Harvard University,Massachusetts Institute of Technology,,,,,,,,Ben Bernanke,https://en.wikipedia.org/wiki/Ben_Bernanke,64,U.S.,Georgia,Augusta,American,,"['Harvard University', 'Massachusetts Institute of Technology']",M,['Chair of the Federal Reserve'],Republican
"Government ,Politics and Military",Duke University,"Lady Margaret Hall,Oxford",,,,,,,,Eric Greitens,https://en.wikipedia.org/wiki/Eric_Greitens,44,U.S.,Missouri,St. Louis,American,,"['Duke University', 'Lady Margaret Hall, Oxford']",M,['Governor'],Republican
"Government ,Politics and Military",University of Texas,,,,,,,,,Jeb Bush,https://en.wikipedia.org/wiki/Jeb_Bush,65,U.S.,Texas,Midland,American,,"['University of Texas, Austin']",M,['Governor'],Republican
"Government ,Politics and Military",Ohio State University,,,,,,,,,John Kasich,https://en.wikipedia.org/wiki/John_Kasich,66,U.S.,Pennsylvania,McKees Rocks,American,,['Ohio State University'],M,['Governor'],Republican
"Government ,Politics and Military",,,,,,The Wharton School,,,,Donald Trump,https://en.wikipedia.org/wiki/Donald_Trump,72,U.S.,New York,New York City,American,['The Wharton School'],,M,['President of the United States'],Republican
