occupation - Split 1,education - Split 1,education - Split 2,education - Split 3,education - Split 4,education - Split 5,almamater - Split 1,almamater - Split 2,almamater - Split 3,almamater - Split 4,name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,Gender,occupation,political_party
Entertainment and Show Business,Dartmouth College,,,,,,,,,David Harbour,https://en.wikipedia.org/wiki/David_Harbour,43,U.S.,New York,White Plains,American,,['Dartmouth College'],M,['Actor'],
Entertainment and Show Business,HarvardWestlake School,,,,,,,,,Jason Segel,https://en.wikipedia.org/wiki/Jason_Segel,38,U.S.,California,Los Angeles,American,,['HarvardWestlake School'],M,"['Actor', 'screenwriter', 'producer']",
Entertainment and Show Business,Northwestern High School,,,,,,,,,Jermaine Fowler,https://en.wikipedia.org/wiki/Jermaine_Fowler,30,U.S.,D.C.,Washington,American,,['Northwestern High School'],M,"['Actor', 'writer', 'producer', 'comedian']",
Entertainment and Show Business,Juilliard School,,,,,,,,,Corey Hawkins,https://en.wikipedia.org/wiki/Corey_Hawkins,30,U.S.,D.C.,Washington,American,,['Juilliard School'],M,['Actor'],
Entertainment and Show Business,North Syracuse Central High School,,,,,,,,,Richard Gere,https://en.wikipedia.org/wiki/Richard_Gere,69,U.S.,Pennsylvania,Philadelphia,American,,['North Syracuse Central High School'],M,['Actor'],
Entertainment and Show Business,University of Miami,,,,,,,,,Jeff Garlin,https://en.wikipedia.org/wiki/Jeff_Garlin,56,U.S.,Illinois,Chicago,American,,['University of Miami'],M,['Actor'],
Entertainment and Show Business,Juilliard School,,,,,,,,,Finn Wittrock,https://en.wikipedia.org/wiki/Finn_Wittrock,34,U.S.,Massachusetts,Lenox,American,,['Juilliard School'],M,"['Actor', 'screenwriter']",
Entertainment and Show Business,Circle in the Square Theatre School,,,,,,,,,Thomas Sadoski,https://en.wikipedia.org/wiki/Thomas_Sadoski,42,U.S.,Connecticut,New Haven,American,,['Circle in the Square Theatre School'],M,['Actor'],
Entertainment and Show Business,La Cueva High School,,,,,,,,,Neil Patrick Harris,https://en.wikipedia.org/wiki/Neil_Patrick_Harris,45,U.S.,New Mexico,Albuquerque,American,,['La Cueva High School'],M,"['Actor', 'writer', 'producer',  'comedian',  'magician',  'singer']",
Entertainment and Show Business,Missouri State University,,,,,,,,,John Goodman,https://en.wikipedia.org/wiki/John_Goodman,66,U.S.,Missouri,Affton,American,,['Missouri State University'],M,['Actor'],
Entertainment and Show Business,Middletown High School,,,,,,,,,Aaron Tveit,https://en.wikipedia.org/wiki/Aaron_Tveit,35,U.S.,New York,Middletown,American,,['Middletown High School'],M,"['Actor', 'singer']",
Entertainment and Show Business,Hollywood High School,,,,,,,,,Anthony Anderson,https://en.wikipedia.org/wiki/Anthony_Anderson,48,U.S.,California,Compton,American,,['Hollywood High School'],M,"['Actor', 'comedian',  'writer',  'game show host panelist']",
Entertainment and Show Business,American Musical and Dramatic Academy,,,,,,,,,Jesse Tyler Ferguson,https://en.wikipedia.org/wiki/Jesse_Tyler_Ferguson,43,U.S.,Montana,Missoula,American,,['American Musical and Dramatic Academy'],M,['Actor'],
Entertainment and Show Business,Juilliard School,,,,,,,,,Benjamin Walker,https://en.wikipedia.org/wiki/Benjamin_Walker_(actor),36,U.S.,Georgia,Cartersville,American,,['Juilliard School'],M,"['Actor', 'standup comedian']",
Entertainment and Show Business,Conestoga Valley High School,,,,,,,,,Jonathan Groff,https://en.wikipedia.org/wiki/Jonathan_Groff,33,U.S.,Pennsylvania,Lancaster,American,,['Conestoga Valley High School'],M,"['Actor', 'singer']",
Entertainment and Show Business,Western Michigan University,,,,,,,,,Bruce Campbell,https://en.wikipedia.org/wiki/Bruce_Campbell,60,U.S.,Michigan,Royal Oak,American,,['Western Michigan University'],M,"['Actor', 'producer', 'writer', 'director']",
Entertainment and Show Business,UCLA,,,,,,,,,Carol Burnett,https://en.wikipedia.org/wiki/Carol_Burnett,85,U.S.,Texas,San Antonio,American,,['UCLA'],F,['Actor'],
Entertainment and Show Business,Juilliard School,,,,,,,,,Kevin Spacey,https://en.wikipedia.org/wiki/Kevin_Spacey,59,U.S.,New Jersey,South Orange,American,,['Juilliard School'],M,"['Actor', 'producer', 'singer']",
Entertainment and Show Business,Notre Dame High School,,,,,University of Evansville,,,,Rami Malek,https://en.wikipedia.org/wiki/Rami_Malek,37,U.S.,California,Los Angeles,American,['University of Evansville'],['Notre Dame High School'],M,['Actor'],
Entertainment and Show Business,Bachelor of Science,,,,,Boston College,,,,Chris O'Donnell,https://en.wikipedia.org/wiki/Chris_O%27Donnell,48,U.S.,Illinois,Winnetka,American,['Boston College'],['Bachelor of Science'],M,['Actor'],
Entertainment and Show Business,University of Colorado Boulder,Neighborhood Playhouse,,,,,,,,Christopher Meloni,https://en.wikipedia.org/wiki/Christopher_Meloni,57,U.S.,D.C.,Washington,American,,"['University of Colorado Boulder, 'Neighborhood Playhouse']",M,['Actor'],
Entertainment and Show Business,Marist High School,Hubbard High School,,,,,,,,Michael Peña,https://en.wikipedia.org/wiki/Michael_Pe%C3%B1a,42,U.S.,Illinois,Chicago,American,,"['Marist High School', 'Hubbard High School']",M,"['Actor', 'musician']",
Entertainment and Show Business,Rockcliffe Park Public School,Ashbury College,,,,,,,,Matthew Perry,https://en.wikipedia.org/wiki/Matthew_Perry,49,U.S.,Massachusetts,Williamstown,American,,"['Rockcliffe Park Public School', 'Ashbury College']",M,"['Actor', 'comedian']",
Entertainment and Show Business,Los Angeles Valley College,University of California,,,,,,,,Sean Astin,https://en.wikipedia.org/wiki/Sean_Astin,47,U.S.,California,Santa Monica,American,,"['Los Angeles Valley College', 'University of California, Los Angeles']",M,"['Actor', 'voice actor', 'director', 'producer']",
Entertainment and Show Business,Emerson College,Yale University,,,,,,,,Henry Winkler,https://en.wikipedia.org/wiki/Henry_Winkler,72,U.S.,New York,New York City,American,,"['Emerson College', 'Yale University']",M,"['Actor', 'director', 'comedian', 'producer', 'author']",
Entertainment and Show Business,Hampshire College,Yale University,,,,,,,,Liev Schreiber,https://en.wikipedia.org/wiki/Liev_Schreiber,51,U.S.,California,San Francisco,American,,"['Hampshire College',  'Yale University']",M,"['Actor', 'director', 'screenwriter', 'producer']",
Entertainment and Show Business,Emory University,Yale University,,,,,,,,Adam Richman,https://en.wikipedia.org/wiki/Adam_Richman,44,U.S.,New York,New York City,American,,"['Emory University','Yale University']",M,"['Actor', 'television personality']",
Entertainment and Show Business,Marlboro College,Yale University,,,,,,,,Chris Noth,https://en.wikipedia.org/wiki/Chris_Noth,63,U.S.,Wisconsin,Madison,American,,"['Marlboro College', 'Yale University']",M,['Actor'],
Entertainment and Show Business,Wesleyan University,Juilliard School,,,,,,,,Bradley Whitford,https://en.wikipedia.org/wiki/Bradley_Whitford,59,U.S.,Wisconsin,Madison,American,,"['Wesleyan University', 'Juilliard School']",M,['Actor'],
Entertainment and Show Business,University of North Carolina School of the Arts,Juilliard School,,,,,,,,Anthony Mackie,https://en.wikipedia.org/wiki/Anthony_Mackie,40,U.S.,Louisiana,New Orleans,American,,"['University of North Carolina School of the Arts', 'Juilliard School']",M,['Actor'],
Entertainment and Show Business,University of California,,American Conservatory Theatre,,,,,,,Benjamin Bratt,https://en.wikipedia.org/wiki/Benjamin_Bratt,54,U.S.,California,San Francisco,American,,"['University of California, Santa Barbara', 'American Conservatory Theatre']",M,['Actor'],
Entertainment and Show Business,State University of New York,,Yale University,,,,,,,John Turturro,https://en.wikipedia.org/wiki/John_Turturro,61,U.S.,New York,New York City,American,,"['State University of New York, New Paltz', 'Yale University']",M,"['Actor', 'writer', 'filmmaker']",
Entertainment and Show Business,University of Kansas,,Juilliard School,,,,,,,Mandy Patinkin,https://en.wikipedia.org/wiki/Mandy_Patinkin,65,U.S.,Illinois,Chicago,American,,"['University of Kansas, Lawrence', 'Juilliard School']",F,"['Actor', 'singer']",
Entertainment and Show Business,Indiana University,,Juilliard School,,,,,,,Kevin Kline,https://en.wikipedia.org/wiki/Kevin_Kline,71,U.S.,Missouri,St. Louis,American,,"['Indiana University, Bloomington', 'Juilliard School']",M,"['Actor', 'singer']",
Entertainment and Show Business,Texas State University,,Fordham University,Juilliard School,,,,,,John Benjamin Hickey,https://en.wikipedia.org/wiki/John_Benjamin_Hickey,55,U.S.,Texas,Plano,American,,"['Texas State University, San Marcos', 'Fordham University', 'Juilliard School']",M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Daniel Kaluuya,https://en.wikipedia.org/wiki/Daniel_Kaluuya,29,U.K.,London,,British,,,M,"['Actor', 'writer']",
Entertainment and Show Business,City and Islington College,,,,,London Academy of Music and Dramatic Art,,,,David Oyelowo,https://en.wikipedia.org/wiki/David_Oyelowo,42,U.K.,Oxfordshire,Oxford,British,['London Academy of Music and Dramatic Art'],['City and Islington College'],M,"['Actor', 'producer']",
Entertainment and Show Business,,,,,,"Corpus Christi College,Cambridge",,Webber Douglas Academy of Dramatic Art,,Hugh Bonneville,https://en.wikipedia.org/wiki/Hugh_Bonneville,54,U.K.,London,Paddington,British,"['Corpus Christi College, Cambridge', 'Webber Douglas Academy of Dramatic Art']",,M,['Actor'],
Entertainment and Show Business,,,,,,"Christ Church,Oxford",,Central School of Speech and Drama,,Riz Ahmed,https://en.wikipedia.org/wiki/Riz_Ahmed,35,U.K.,London,Wembley,British,"['Christ Church, Oxford', 'Central School of Speech and Drama']",,M,"['Actor', rapper']",
Entertainment and Show Business,,,,,,"New College,Oxford",,,,Hugh Grant,https://en.wikipedia.org/wiki/Hugh_Grant,58,U.K.,London,Hammersmith,British,"['New College, Oxford']",,M,"['Actor', 'producer']",
Entertainment and Show Business,,,,,,University of Glasgow,,,,Gerard Butler,https://en.wikipedia.org/wiki/Gerard_Butler,48,U.K.,Renfrewshire,Paisley,British,['University of Glasgow'],,M,"['Actor', 'producer', 'singer', 'musician']",
"Government ,Politics and Military",American Baptist College,,,,,,,,,John Lewis,https://en.wikipedia.org/wiki/John_Lewis_(civil_rights_leader),78,U.S.,Alabama,Troy,American,['American Baptist College'],,M,['Congressman'],Democratic
Entertainment and Show Business,,,,,,Guildhall School of Music and Drama,,,,Damian Lewis,https://en.wikipedia.org/wiki/Damian_Lewis,47,U.K.,London,St Johns Wood,British,['Guildhall School of Music and Drama'],,M,"['Actor', 'film producer']",
Entertainment and Show Business,,,,,,Guildhall School of Music and Drama,,,,Daniel Craig,https://en.wikipedia.org/wiki/Daniel_Craig,50,U.K.,Cheshire,Chester,British,['Guildhall School of Music and Drama'],,M,['Actor'],
Entertainment and Show Business,,,,,,New College of Speech and Drama,,,,Helen Mirren,https://en.wikipedia.org/wiki/Helen_Mirren,73,U.K.,London,Hammersmith,British,['New College of Speech and Drama'],,F,['Actor'],
Entertainment and Show Business,,,,,,Royal Academy of Dramatic Art,,,,Matthew Rhys,https://en.wikipedia.org/wiki/Matthew_Rhys,43,U.K.,Cardiff,,British,['Royal Academy of Dramatic Art'],,M,['Actor'],
Entertainment and Show Business,,,,,,Royal Academy of Dramatic Art,,,,Kenneth Branagh,https://en.wikipedia.org/wiki/Kenneth_Branagh,57,U.K.,Ireland,Belfast,British,['Royal Academy of Dramatic Art'],,M,"['Actor', filmmaker']",
Entertainment and Show Business,,,,,,"Presentation Brothers College,Cork",,,,Cillian Murphy,https://en.wikipedia.org/wiki/Cillian_Murphy,42,U.K.,County Cork,Douglas,British,"['Presentation Brothers College, Cork']",,M,['Actor'],
Entertainment and Show Business,,,,,,"The County College,Lancaster",,,,Andy Serkis,https://en.wikipedia.org/wiki/Andy_Serkis,54,U.K.,Middlesex,Ruislip,British,"['The County College, Lancaster']",,M,"['Actor', 'film director', 'film producer']",
Entertainment and Show Business,,,,,,London Studio Centre,,,,Luke Evans,https://en.wikipedia.org/wiki/Luke_Evans_(actor),39,U.K.,Pontypool,,British,['London Studio Centre'],,M,['Actor'],
Entertainment and Show Business,,,,,,London Academy of Music and Dramatic Art,,,,Dominic Cooper,https://en.wikipedia.org/wiki/Dominic_Cooper,40,U.K.,London,Greenwich,British,['London Academy of Music and Dramatic Art'],,M,['Actor'],
Entertainment and Show Business,,,,,,Royal Scottish Academy of Music and Drama,,,,Alan Cumming,https://en.wikipedia.org/wiki/Alan_Cumming,53,U.K.,Perthshire,Aberfeldy,American,['Royal Scottish Academy of Music and Drama'],,M,"['Actor', 'singer', 'director', 'producer', 'writer', 'activist']",
Entertainment and Show Business,,,,,,Royal Scottish Academy of Music and Drama,,,,James McAvoy,https://en.wikipedia.org/wiki/James_McAvoy,39,U.K.,Glasgow,Scotland,British,['Royal Scottish Academy of Music and Drama'],,M,['Actor'],
Entertainment and Show Business,,,,,,Queens University Belfast,,,,Liam Neeson,https://en.wikipedia.org/wiki/Liam_Neeson,66,U.K.,County Antrim,Ballymena,American,['Queens University Belfast'],,M,['Actor'],
Entertainment and Show Business,,,,,,University College London,,,,Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais,57,U.K.,Berkshire,,British,['University College London'],,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Guy Pearce,https://en.wikipedia.org/wiki/Guy_Pearce,51,U.K.,Cambridgeshire,Ely,Australian,,,M,"['Actor', 'musician']",
Entertainment and Show Business,,,,,,,,,,Simon Pegg,https://en.wikipedia.org/wiki/Simon_Pegg,48,U.K.,England,Gloucestershire,British,,,M,"['Actor', 'comedian', 'screenwriter', 'producer']",
Entertainment and Show Business,,,,,,,,,,Sean Bean,https://en.wikipedia.org/wiki/Sean_Bean,59,U.K.,West Riding of Yorkshire,Handsworth,British,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Kiefer Sutherland,https://en.wikipedia.org/wiki/Kiefer_Sutherland,51,U.K.,London,,British,,,M,"['Actor', 'film director', 'film producer', 'singer', 'songwriter']",
Entertainment and Show Business,,,,,,,,,,Pierce Brosnan,https://en.wikipedia.org/wiki/Pierce_Brosnan,65,U.K.,County Louth,Drogheda,British,,,M,"['Actor', 'singer', 'producer', 'environmentalist']",
Entertainment and Show Business,,,,,,,,,,Peter Serafinowicz,https://en.wikipedia.org/wiki/Peter_Serafinowicz,46,U.K.,Liverpool,,British,,,M,"['Actor', 'voice actor', 'comedian', 'writer']",
Entertainment and Show Business,,,,,,,,,,Robert Pattinson,https://en.wikipedia.org/wiki/Robert_Pattinson,32,U.K.,London,Barnes,British,,,M,"['Actor', 'musician']",
Entertainment and Show Business,,,,,,,,,,Ewan McGregor,https://en.wikipedia.org/wiki/Ewan_McGregor,47,U.K.,Scotland,Perth,British,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Rupert Friend,https://en.wikipedia.org/wiki/Rupert_Friend,37,U.K.,England,Oxfordshire,British,,,M,"['Actor', 'director', 'screenwriter', 'producer']",
Entertainment and Show Business,,,,,,,,,,Martin Freeman,https://en.wikipedia.org/wiki/Martin_Freeman,47,U.K.,Hampshire,Aldershot,British,,,M,"['Actor', 'comedian']",
Entertainment and Show Business,,,,,,,,,,Dev Patel,https://en.wikipedia.org/wiki/Dev_Patel,28,U.K.,London,Harrow,British,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Asa Butterfield,https://en.wikipedia.org/wiki/Asa_Butterfield,21,U.K.,London,Islington,British,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Chris Geere,https://en.wikipedia.org/wiki/Chris_Geere,37,U.K.,Cambridgeshire,Cambridge,British,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Jamie Dornan,https://en.wikipedia.org/wiki/Jamie_Dornan,36,U.K.,County Down,Holywood,American,,,M,"['Actor', 'model', 'musician']",
Entertainment and Show Business,,,,,,,,,,Daniel Radcliffe,https://en.wikipedia.org/wiki/Daniel_Radcliffe,29,U.K.,London,Hammersmith,British,,,M,"['Actor', 'producer']",
Entertainment and Show Business,,,,,,,,,,David Tennant,https://en.wikipedia.org/wiki/David_Tennant,47,U.K.,West Lothian,Bathgate,British,,,M,"['Actor', 'voice actor']",
Entertainment and Show Business,,,,,,Newcastle University,"The Queens College,Oxford",,,Rowan Atkinson,https://en.wikipedia.org/wiki/Rowan_Atkinson,63,U.K.,County Durham,Consett,British,"['Newcastle University', 'The Queens College, Oxford']",,M,['Actor'],
Entertainment and Show Business,Winchester College,,,,,"St Peters College,Oxford",,,,Hugh Dancy,https://en.wikipedia.org/wiki/Hugh_Dancy,43,U.K.,Staffordshire,StokeonTrent,British,"['St Peters College, Oxford']",['Winchester College'],M,"['Actor', 'model']",
Entertainment and Show Business,Northampton School for Boys,,,,,University of East Anglia,,,,Matt Smith,https://en.wikipedia.org/wiki/Matt_Smith_(actor),36,U.K.,Northampton,,British,['University of East Anglia'],['Northampton School for Boys'],M,['Actor'],
Entertainment and Show Business,Eton College,,,,,"Trinity College,Cambridge",,,,Eddie Redmayne,https://en.wikipedia.org/wiki/Eddie_Redmayne,36,U.K.,London,,British,"['Trinity College, Cambridge']",['Eton College'],M,['Actor'],
Entertainment and Show Business,Alleyns School,,,,,National Youth Music Theatre,,,,Jude Law,https://en.wikipedia.org/wiki/Jude_Law,45,U.K.,London,Lewisham,British,['National Youth Music Theatre'],['Alleyns School'],M,['Actor'],
Entertainment and Show Business,Holmer Green Upper School,,,,,,,,,James Corden,https://en.wikipedia.org/wiki/James_Corden,40,U.K.,London,Hillingdon,British,,['Holmer Green Upper School'],M,"['Actor', 'comedian', 'television host']",
Entertainment and Show Business,Brambletye School,Harrow School,,,,Victoria University of Manchester,London Academy of Music and Dramatic Art,,,Benedict Cumberbatch,https://en.wikipedia.org/wiki/Benedict_Cumberbatch,42,U.K.,London,Hammersmith,British,"['Victoria University of Manchester', 'London Academy of Music and Dramatic Art']","['Brambletye School', 'Harrow School']",M,['Actor'],
Entertainment and Show Business,Dragon School,Eton College,,,,"Selwyn College,Cambridge",,,,Hugh Laurie,https://en.wikipedia.org/wiki/Hugh_Laurie,59,U.K.,Oxfordshire,Oxford,British,"['Selwyn College, Cambridge']","['Dragon School', 'Eton College']",M,"['Actor', 'director', 'musician', 'comedian', 'author']",
Entertainment and Show Business,Dragon School,Eton College,,,,University of Cambridge,Royal Academy of Dramatic Art,,,Tom Hiddleston,https://en.wikipedia.org/wiki/Tom_Hiddleston,37,U.K.,London,Westminster,British,"['University of Cambridge', 'Royal Academy of Dramatic Art']","['Dragon School', 'Eton College']",M,"['Actor', 'producer', 'musician']",
Entertainment and Show Business,Sylvia Young Theatre School,Ranelagh School,,,,,,,,Nicholas Hoult,https://en.wikipedia.org/wiki/Nicholas_Hoult,28,U.K.,Berkshire,Wokingham,British,,"['Sylvia Young Theatre School', 'Ranelagh School']",M,['Actor'],
Entertainment and Show Business,,,,,,Montclair State University,,,,Bruce Willis,https://en.wikipedia.org/wiki/Bruce_Willis,63,Germany,RhinelandPalatinate,IdarOberstein,American,['Montclair State University'],,M,"['Actor', 'producer with Cheyenne Enterprises', 'singer']",
Entertainment and Show Business,,,,,,,,,,Reese Witherspoon,https://en.wikipedia.org/wiki/Reese_Witherspoon,42,U.S.,Louisiana,New Orleans,American,,,F,"['Actress, producer, entrepreneur']",
Entertainment and Show Business,Juilliard School,,,,,,,,,Danielle Brooks,https://en.wikipedia.org/wiki/Danielle_Brooks,29,U.S.,Georgia,Augusta,American,,['Juilliard School'],F,"['Actress,', 'singer']",
Entertainment and Show Business,,,,,,,,,,Diane Kruger,https://en.wikipedia.org/wiki/Diane_Kruger,42,Germany,Lower Saxony,Algermissen,German,,,F,"['Actress;', 'model']",
Entertainment and Show Business,,,,,,,,,,Yara Shahidi,https://en.wikipedia.org/wiki/Yara_Shahidi,18,U.S.,Minnesota,Minneapolis,American,,,F,"['actress', 'model', 'activist']",
Entertainment and Show Business,,,,,,,,,,Lucy Lawless,https://en.wikipedia.org/wiki/Lucy_Lawless,50,New Zealand,Auckland,Mount Albert,New Zealand,,,F,"['Actress', 'musician']",
Entertainment and Show Business,,,,,,Universidad Iberoamericana,,,,Salma Hayek,https://en.wikipedia.org/wiki/Salma_Hayek,52,Mexico,Veracruz,Coatzacoalcos,"Mexican, American",['Universidad Iberoamericana'],,F,"['Actress', 'producer', model']",
Entertainment and Show Business,Hampshire College,Yale University,,,,,,,,Lupita Nyong'o,https://en.wikipedia.org/wiki/Lupita_Nyong%27o,35,Mexico,Mexico City,,Mexican,,"['Hampshire College', 'Yale University']",F,['Actress'],
Entertainment and Show Business,,,,,,George Washington University,,,,Yvonne Orji,https://en.wikipedia.org/wiki/Yvonne_Orji,34,Nigeria,Rivers,Port Harcourt,Nigerian  American,['George Washington University'],,F,"['Actress', 'comedian']",
Entertainment and Show Business,,,,,,,,,,Keira Knightley,https://en.wikipedia.org/wiki/Keira_Knightley,33,England,London,Teddington,British,,,F,['Actress'],
Entertainment and Show Business,International School of Dsseldorf,Woldingham School,,,,,,,,Carey Mulligan,https://en.wikipedia.org/wiki/Carey_Mulligan,33,England,London,Westminster,British,,"['International School of Dsseldorf', 'Woldingham School']",F,"['Actress', 'singer']",
Entertainment and Show Business,,,,,,,,,,Rose McGowan,https://en.wikipedia.org/wiki/Rose_McGowan,45,Italy,Tuscany,Certaldo,American,,,F,"['Actress', 'singer', 'director', 'author']",
Entertainment and Show Business,,,,,,,,,,Amy Adams,https://en.wikipedia.org/wiki/Amy_Adams,44,Italy,Vicenza,,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,"Trinity College,Cambridge",,,,Ruth Negga,https://en.wikipedia.org/wiki/Ruth_Negga,36,Ethiopia,Addis Ababa,,British,"['Trinity College, Dublin']",,F,['Actress'],
Entertainment and Show Business,,,,,,Harvard University,,,,Natalie Portman,https://en.wikipedia.org/wiki/Natalie_Portman,37,Jerusalem,,,American,['Harvard University'],,F,"['Actress', 'film producer', 'director']",
Entertainment and Show Business,,,,,,,,,,Charlize Theron,https://en.wikipedia.org/wiki/Charlize_Theron,43,South Africa,Benoni,,American,,,F,"['Actress', 'producer']",
Entertainment and Show Business,,,,,,,,,,Millie Bobby Brown,https://en.wikipedia.org/wiki/Millie_Bobby_Brown,14,Spain,Andalusia,Marbella,British,,,M,"['Actress', 'model']",
Entertainment and Show Business,,,,,,,,,,Sofía Vergara,https://en.wikipedia.org/wiki/Sof%C3%ADa_Vergara,46,Colombia,Barranquilla,,American,,,F,"['Actress', 'model',  'television host',  'producer']",
Entertainment and Show Business,,,,,,National Institute of Dramatic Art,,,,Cate Blanchett,https://en.wikipedia.org/wiki/Cate_Blanchett,49,Australia,Victoria,Ivanhoe,Australian,['National Institute of Dramatic Art'],,F,"['Actress', 'theatre director']",
Entertainment and Show Business,,,,,,,,,,Mia Wasikowska,https://en.wikipedia.org/wiki/Mia_Wasikowska,29,Australia,Australian Capital Territory,Canberra,Australian,,,F,['Actress'],
Entertainment and Show Business,,,,,,National Institute of Dramatic Art,Australian Theatre for Young People,,,Toni Collette,https://en.wikipedia.org/wiki/Toni_Collette,45,Australia,New South Wales,Glebe,Australian,"['National Institute of Dramatic Art', 'Australian Theatre for Young People']",,F,"['Actress', 'singer', 'musician']",
Entertainment and Show Business,Somerset College,,,,,,,,,Margot Robbie,https://en.wikipedia.org/wiki/Margot_Robbie,28,Australia,Queensland,Dalby,Australian,,['Somerset College'],F,"['Actress', 'film producer']",
Entertainment and Show Business,University of Sydney,Atlantic Theater Company,,,,,,,,Rose Byrne,https://en.wikipedia.org/wiki/Rose_Byrne,39,Australia,New South Wales,Balmain,Australian,,"['University of Sydney', 'Atlantic Theater Company']",F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Nina Dobrev,https://en.wikipedia.org/wiki/Nina_Dobrev,29,Bulgaria,Sofia,,Canadian,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Priyanka Chopra,https://en.wikipedia.org/wiki/Priyanka_Chopra,36,India,Jharkhand,Jamshedpur,Indian,,,F,"['Actress', 'singer', 'film producer', 'philanthropist  model']",
Entertainment and Show Business,,,,,,,,,,Neve Campbell,https://en.wikipedia.org/wiki/Neve_Campbell,45,Canada,Ontario,Guelph,Canadian,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Cobie Smulders,https://en.wikipedia.org/wiki/Cobie_Smulders,36,Canada,British Columbia,Vancouver,Canadian,,,F,"['Actress', 'model']",
Entertainment and Show Business,,,,,,,,,,Catherine O'Hara,https://en.wikipedia.org/wiki/Catherine_O%27Hara,64,Canada,Ontario,Toronto,American,,,F,"['Actress', 'writer', 'comedian']",
Entertainment and Show Business,,,,,,,,,,Tatiana Maslany,https://en.wikipedia.org/wiki/Tatiana_Maslany,33,Canada,Saskatchewan,Regina,Canadian,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Ellen Page,https://en.wikipedia.org/wiki/Ellen_Page,31,Canada,Nova Scotia,Halifax,Canadian,,,F,"['Actress', 'producer']",
Entertainment and Show Business,,,,,,Conservatoire  rayonnement rgional de Versailles,Conservatoire national suprieur dart dramatique,CNSAD,,Isabelle Huppert,https://en.wikipedia.org/wiki/Isabelle_Huppert,65,France,Paris,,French,"['Conservatoire  rayonnement rgional de Versailles', 'Conservatoire national suprieur dart dramatique', 'CNSAD']",,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Alexa Davalos,https://en.wikipedia.org/wiki/Alexa_Davalos,36,France,Paris,,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Marion Cotillard,https://en.wikipedia.org/wiki/Marion_Cotillard,43,France,Paris,,French,,,F,"['Actress', 'singer', 'musician', 'environmentalist']",
Entertainment and Show Business,,,,,,The Bronx High School of Science,Bryn Mawr College,Tisch School of the Arts,,Maggie Siff,https://en.wikipedia.org/wiki/Maggie_Siff,44,U.S.,New York,New York City,American,"['The Bronx High School of Science', 'Bryn Mawr College', 'Tisch School of the Arts']",,F,['Actress'],
Entertainment and Show Business,,,,,,Northwestern University,,,,Ana Gasteyer,https://en.wikipedia.org/wiki/Ana_Gasteyer,51,U.S.,D.C.,Washington,American,['Northwestern University'],,F,"['Actress', 'singer', 'comedian']",
Entertainment and Show Business,Highland Park High School,,,,,New York University,,,,Rachel Brosnahan,https://en.wikipedia.org/wiki/Rachel_Brosnahan,27,U.S.,Wisconsin,Milwaukee,American,['New York University'],['Highland Park High School'],F,['Actress'],
Entertainment and Show Business,,,,,,Stella Adler Conservatory,Hunter College,,,Natasha Leggero,https://en.wikipedia.org/wiki/Natasha_Leggero,44,U.S.,Illinois,Rockford,American,"['Stella Adler Conservatory', 'Hunter College']",,F,['Actress'],
Entertainment and Show Business,,,,,,The Putney School,Interlochen Arts Academy,New York University,,Felicity Huffman,https://en.wikipedia.org/wiki/Felicity_Huffman,55,U.S.,New York,Bedford,American,"['The Putney School', 'Interlochen Arts Academy', 'New York University']",,F,['Actress'],
Entertainment and Show Business,,,,,,E C Glass High School,Dartmouth College,Beijing Normal University,Neighborhood Playhouse School of the Theatre,Connie Britton,https://en.wikipedia.org/wiki/Connie_Britton,51,U.S.,Massachusetts,Boston,American,"['E. C. Glass High School', 'Dartmouth College', 'Beijing Normal University', 'Neighborhood Playhouse School of the Theatre']",,F,"['Actress', 'singer', 'producer']",
Entertainment and Show Business,,,,,,University of Arizona,,,,Kate Walsh,https://en.wikipedia.org/wiki/Kate_Walsh_(actress),51,U.S.,California,San Jose,American,['University of Arizona'],,F,"['Actress', 'businesswoman']",
Entertainment and Show Business,,,,,,Boston University,,,,Michaela Watkins,https://en.wikipedia.org/wiki/Michaela_Watkins,46,U.S.,New York,Syracuse,American,['Boston University'],,F,"['Actress', 'comedian']",
Entertainment and Show Business,,,,,,Boston University,,,,Uzo Aduba,https://en.wikipedia.org/wiki/Uzo_Aduba,37,U.S.,Massachusetts,Boston,American,['Boston University'],,F,['Actress'],
