guest_name,wiki_link
Kamala Harris,https://en.wikipedia.org/wiki/Kamala_Harris
James Marsden,https://en.wikipedia.org/wiki/James_Marsden
Coyote Peterson,https://en.wikipedia.org/wiki/Coyote_Peterson
Jeffrey Wright,https://en.wikipedia.org/wiki/Jeffrey_Wright
Ali Wentworth,https://en.wikipedia.org/wiki/Ali_Wentworth
Hank Azaria,https://en.wikipedia.org/wiki/Hank_Azaria
Ronan Farrow,https://en.wikipedia.org/wiki/Ronan_Farrow
Lucy Liu,https://en.wikipedia.org/wiki/Lucy_Liu
Henry Winkler,https://en.wikipedia.org/wiki/Henry_Winkler
Rachel Weisz,https://en.wikipedia.org/wiki/Rachel_Weisz
Ann Dowd,https://en.wikipedia.org/wiki/Ann_Dowd
Mandy Patinkin,https://en.wikipedia.org/wiki/Mandy_Patinkin
H. Jon Benjamin,https://en.wikipedia.org/wiki/H._Jon_Benjamin
David Duchovny,https://en.wikipedia.org/wiki/David_Duchovny
Margaret Brennan,https://en.wikipedia.org/wiki/Margaret_Brennan
Robert Smigel,https://en.wikipedia.org/wiki/Robert_Smigel
Helen Hunt,https://en.wikipedia.org/wiki/Helen_Hunt
Kevin Smith,https://en.wikipedia.org/wiki/Kevin_Smith
Jim Gaffigan,https://en.wikipedia.org/wiki/Jim_Gaffigan
Michael Avenatti,https://en.wikipedia.org/wiki/Michael_Avenatti
David Chang,https://en.wikipedia.org/wiki/David_Chang
Charlize Theron,https://en.wikipedia.org/wiki/Charlize_Theron
Ron Howard,https://en.wikipedia.org/wiki/Ron_Howard
Chris O'Donnell,https://en.wikipedia.org/wiki/Chris_O%27Donnell
Jack White,https://en.wikipedia.org/wiki/Jack_White
Jim Parsons,https://en.wikipedia.org/wiki/Jim_Parsons
Alexis Ohanian,https://en.wikipedia.org/wiki/Alexis_Ohanian
Michael B. Jordan,https://en.wikipedia.org/wiki/Michael_B._Jordan
Matt Walsh,https://en.wikipedia.org/wiki/Matt_Walsh_(comedian)
Gayle King,https://en.wikipedia.org/wiki/Gayle_King
Anna Wintour,https://en.wikipedia.org/wiki/Anna_Wintour
Annette Bening,https://en.wikipedia.org/wiki/Annette_Bening
Wyatt Cenac,https://en.wikipedia.org/wiki/Wyatt_Cenac
Melissa McCarthy,https://en.wikipedia.org/wiki/Melissa_McCarthy
Mayim Bialik,https://en.wikipedia.org/wiki/Mayim_Bialik
Anthony Anderson,https://en.wikipedia.org/wiki/Anthony_Anderson
Glenda Jackson,https://en.wikipedia.org/wiki/Glenda_Jackson
Michael Pollan,https://en.wikipedia.org/wiki/Michael_Pollan
Jamie Foxx,https://en.wikipedia.org/wiki/Jamie_Foxx
Chadwick Boseman,https://en.wikipedia.org/wiki/Chadwick_Boseman
Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper
Benedict Cumberbatch,https://en.wikipedia.org/wiki/Benedict_Cumberbatch
Zachary Quinto,https://en.wikipedia.org/wiki/Zachary_Quinto
Vanessa Bayer,https://en.wikipedia.org/wiki/Vanessa_Bayer
Dean Baquet,https://en.wikipedia.org/wiki/Dean_Baquet
Andrew Garfield,https://en.wikipedia.org/wiki/Andrew_Garfield
David Cross,https://en.wikipedia.org/wiki/David_Cross
Jason Bateman,https://en.wikipedia.org/wiki/Jason_Bateman
Stephen King,https://en.wikipedia.org/wiki/Stephen_King
Anne Hathaway,https://en.wikipedia.org/wiki/Anne_Hathaway
David Sedaris,https://en.wikipedia.org/wiki/David_Sedaris
Ethan Hawke,https://en.wikipedia.org/wiki/Ethan_Hawke
Toni Collette,https://en.wikipedia.org/wiki/Toni_Collette
Bill Clinton,https://en.wikipedia.org/wiki/Bill_Clinton
James Patterson,https://en.wikipedia.org/wiki/James_Patterson
Tig Notaro,https://en.wikipedia.org/wiki/Tig_Notaro
Mandy Moore,https://en.wikipedia.org/wiki/Mandy_Moore
Sara Bareilles,https://en.wikipedia.org/wiki/Sara_Bareilles
Josh Groban,https://en.wikipedia.org/wiki/Josh_Groban
Nick Offerman,https://en.wikipedia.org/wiki/Nick_Offerman
Niecy Nash,https://en.wikipedia.org/wiki/Niecy_Nash
Jeff Glor,https://en.wikipedia.org/wiki/Jeff_Glor
David Koechner,https://en.wikipedia.org/wiki/David_Koechner
Chris Matthews,https://en.wikipedia.org/wiki/Chris_Matthews
Alicia Silverstone,https://en.wikipedia.org/wiki/Alicia_Silverstone
Ed Helms,https://en.wikipedia.org/wiki/Ed_Helms
Michael K. Williams,https://en.wikipedia.org/wiki/Michael_K._Williams
Tom Papa,https://en.wikipedia.org/wiki/Tom_Papa
Anthony Scaramucci,https://en.wikipedia.org/wiki/Anthony_Scaramucci
Michael Avenatti,https://en.wikipedia.org/wiki/Michael_Avenatti
Natalie Portman,https://en.wikipedia.org/wiki/Natalie_Portman
Marc Maron,https://en.wikipedia.org/wiki/Marc_Maron
Thandie Newton,https://en.wikipedia.org/wiki/Thandie_Newton
Betty Gilpin,https://en.wikipedia.org/wiki/Betty_Gilpin
Benicio del Toro,https://en.wikipedia.org/wiki/Benicio_del_Toro
Alison Brie,https://en.wikipedia.org/wiki/Alison_Brie
Robin Thede,https://en.wikipedia.org/wiki/Robin_Thede
Josh Brolin,https://en.wikipedia.org/wiki/Josh_Brolin
Ruth Negga,https://en.wikipedia.org/wiki/Ruth_Negga
Trevor Noah,https://en.wikipedia.org/wiki/Trevor_Noah
Liza Koshy,https://en.wikipedia.org/wiki/Liza_Koshy
Don Lemon,https://en.wikipedia.org/wiki/Don_Lemon
Mike Colter,https://en.wikipedia.org/wiki/Mike_Colter
Seth Rogen,https://en.wikipedia.org/wiki/Seth_Rogen
Jessica Chastain,https://en.wikipedia.org/wiki/Jessica_Chastain
Romesh Ranganathan,https://en.wikipedia.org/wiki/Romesh_Ranganathan
Scott Rogowsky,https://en.wikipedia.org/wiki/Scott_Rogowsky
Hugh Grant,https://en.wikipedia.org/wiki/Hugh_Grant
Margaret Hoover,https://en.wikipedia.org/wiki/Margaret_Hoover
Paul Rudd,https://en.wikipedia.org/wiki/Paul_Rudd
Ken Jeong,https://en.wikipedia.org/wiki/Ken_Jeong
Michael Moore,https://en.wikipedia.org/wiki/Michael_Moore
Eric Andre,https://en.wikipedia.org/wiki/Eric_Andre
Derrick Beckles,https://en.wikipedia.org/wiki/Derrick_Beckles
Alexandria Ocasio-Cortez,https://en.wikipedia.org/wiki/Alexandria_Ocasio-Cortez
Gordon Ramsay,https://en.wikipedia.org/wiki/Gordon_Ramsay
Andrew Rannells,https://en.wikipedia.org/wiki/Andrew_Rannells
Will Arnett,https://en.wikipedia.org/wiki/Will_Arnett
Neve Campbell,https://en.wikipedia.org/wiki/Neve_Campbell
Dwayne Johnson,https://en.wikipedia.org/wiki/Dwayne_Johnson
Lawrence O'Donnell,https://en.wikipedia.org/wiki/Lawrence_O%27Donnell
Liv Tyler,https://en.wikipedia.org/wiki/Liv_Tyler
Carey Mulligan,https://en.wikipedia.org/wiki/Carey_Mulligan
Armie Hammer,https://en.wikipedia.org/wiki/Armie_Hammer
Colleen Ballinger,https://en.wikipedia.org/wiki/Colleen_Ballinger
Paula Poundstone,https://en.wikipedia.org/wiki/Paula_Poundstone
Chrissy Metz,https://en.wikipedia.org/wiki/Chrissy_Metz
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black
Anderson Cooper,https://en.wikipedia.org/wiki/Anderson_Cooper
Andy Cohen,https://en.wikipedia.org/wiki/Andy_Cohen_(TV_personality)
Dominic Cooper,https://en.wikipedia.org/wiki/Dominic_Cooper
Denzel Washington,https://en.wikipedia.org/wiki/Denzel_Washington
Joe Kennedy III,https://en.wikipedia.org/wiki/Joe_Kennedy_III
Janelle Monáe,https://en.wikipedia.org/wiki/Janelle_Mon%C3%A1e
Eric Holder,https://en.wikipedia.org/wiki/Eric_Holder
John Cleese,https://en.wikipedia.org/wiki/John_Cleese
Michael McFaul,https://en.wikipedia.org/wiki/Michael_McFaul
Tatiana Maslany,https://en.wikipedia.org/wiki/Tatiana_Maslany
Brian Huskey,https://en.wikipedia.org/wiki/Brian_Huskey
John Dickerson,https://en.wikipedia.org/wiki/John_Dickerson_(journalist)
Michaela Watkins,https://en.wikipedia.org/wiki/Michaela_Watkins
Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper
Michael Peña,https://en.wikipedia.org/wiki/Michael_Pe%C3%B1a
Laura Linney,https://en.wikipedia.org/wiki/Laura_Linney
Judd Apatow,https://en.wikipedia.org/wiki/Judd_Apatow
Jace Norman,https://en.wikipedia.org/wiki/Jace_Norman
Paul Giamatti,https://en.wikipedia.org/wiki/Paul_Giamatti
Ronda Rousey,https://en.wikipedia.org/wiki/Ronda_Rousey
Paul Mecurio,https://en.wikipedia.org/wiki/Paul_Mecurio
Ewan McGregor,https://en.wikipedia.org/wiki/Ewan_McGregor
Adam Pally,https://en.wikipedia.org/wiki/Adam_Pally
Chloë Grace Moretz,https://en.wikipedia.org/wiki/Chlo%C3%AB_Grace_Moretz
Bobcat Goldthwait,https://en.wikipedia.org/wiki/Bobcat_Goldthwait
Rob Reiner,https://en.wikipedia.org/wiki/Rob_Reiner
Chris Hayes,https://en.wikipedia.org/wiki/Chris_Hayes
Rob Corddry,https://en.wikipedia.org/wiki/Rob_Corddry
Joe Manganiello,https://en.wikipedia.org/wiki/Joe_Manganiello
Senator Cory Booker,https://en.wikipedia.org/wiki/Cory_Booker
Jim Acosta,https://en.wikipedia.org/wiki/Jim_Acosta
Nina Dobrev,https://en.wikipedia.org/wiki/Nina_Dobrev
Issa Rae,https://en.wikipedia.org/wiki/Issa_Rae
Darren Criss,https://en.wikipedia.org/wiki/Darren_Criss
Ronny Chieng,https://en.wikipedia.org/wiki/Ronny_Chieng
Nicki Minaj,https://en.wikipedia.org/wiki/Nicki_Minaj
Guy Pearce,https://en.wikipedia.org/wiki/Guy_Pearce
Mark Wahlberg,https://en.wikipedia.org/wiki/Mark_Wahlberg
Bernie Sanders,https://en.wikipedia.org/wiki/Bernie_Sanders
Jessica Biel,https://en.wikipedia.org/wiki/Jessica_Biel
W. Kamau Bell,https://en.wikipedia.org/wiki/W._Kamau_Bell
Tommy Vietor,https://en.wikipedia.org/wiki/Tommy_Vietor
Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter)
Jon Lovett,https://en.wikipedia.org/wiki/Jon_Lovett
Constance Wu,https://en.wikipedia.org/wiki/Constance_Wu
John Krasinski,https://en.wikipedia.org/wiki/John_Krasinski
Yvonne Orji,https://en.wikipedia.org/wiki/Yvonne_Orji
Rob Lowe,https://en.wikipedia.org/wiki/Rob_Lowe
John Kerry,https://en.wikipedia.org/wiki/John_Kerry
Emma Thompson,https://en.wikipedia.org/wiki/Emma_Thompson
Troye Sivan,https://en.wikipedia.org/wiki/Troye_Sivan
Sharon Osbourne,https://en.wikipedia.org/wiki/Sharon_Osbourne
Bob Woodward,https://en.wikipedia.org/wiki/Bob_Woodward
Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson
Michael Rapaport,https://en.wikipedia.org/wiki/Michael_Rapaport
Keira Knightley,https://en.wikipedia.org/wiki/Keira_Knightley
Beto O'Rourke,https://en.wikipedia.org/wiki/Beto_O%27Rourke
Martha Stewart,https://en.wikipedia.org/wiki/Martha_Stewart
John Heilemann,https://en.wikipedia.org/wiki/John_Heilemann
Alex Wagner,https://en.wikipedia.org/wiki/Alex_Wagner
Judy Greer,https://en.wikipedia.org/wiki/Judy_Greer
Anna Kendrick,https://en.wikipedia.org/wiki/Anna_Kendrick
Jane Fonda,https://en.wikipedia.org/wiki/Jane_Fonda
Willie Nelson,https://en.wikipedia.org/wiki/Willie_Nelson
Tiffany Haddish,https://en.wikipedia.org/wiki/Tiffany_Haddish
Iain Armitage,https://en.wikipedia.org/wiki/Iain_Armitage
Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton
Emma Stone,https://en.wikipedia.org/wiki/Emma_Stone
Bret McKenzie,https://en.wikipedia.org/wiki/Bret_McKenzie
Jemaine Clement,https://en.wikipedia.org/wiki/Jemaine_Clement
America Ferrera,https://en.wikipedia.org/wiki/America_Ferrera
Nas,https://en.wikipedia.org/wiki/Nas
Candice Bergen,https://en.wikipedia.org/wiki/Candice_Bergen
Jacinda Ardern,https://en.wikipedia.org/wiki/Jacinda_Ardern
Jeff Bridges,https://en.wikipedia.org/wiki/Jeff_Bridges
Cedric the Entertainer,https://en.wikipedia.org/wiki/Cedric_the_Entertainer
Kristen Bell,https://en.wikipedia.org/wiki/Kristen_Bell
Mark Leibovich,https://en.wikipedia.org/wiki/Mark_Leibovich
Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper
Eric Idle,https://en.wikipedia.org/wiki/Eric_Idle
Eva Longoria,https://en.wikipedia.org/wiki/Eva_Longoria
Damon Wayans Jr.,https://en.wikipedia.org/wiki/Damon_Wayans_Jr.
Steve Kornacki,https://en.wikipedia.org/wiki/Steve_Kornacki
Nick Kroll,https://en.wikipedia.org/wiki/Nick_Kroll
Jodie Whittaker,https://en.wikipedia.org/wiki/Jodie_Whittaker
Lady Gaga,https://en.wikipedia.org/wiki/Lady_Gaga
Ellie Kemper,https://en.wikipedia.org/wiki/Ellie_Kemper
Sam Elliott,https://en.wikipedia.org/wiki/Sam_Elliott
Melissa McCarthy,https://en.wikipedia.org/wiki/Melissa_McCarthy
Phoebe Robinson,https://en.wikipedia.org/wiki/Phoebe_Robinson
Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda
Brooke Baldwin,https://en.wikipedia.org/wiki/Brooke_Baldwin
Peter Dinklage,https://en.wikipedia.org/wiki/Peter_Dinklage
Busy Philipps,https://en.wikipedia.org/wiki/Busy_Philipps
Joe Scarborough,https://en.wikipedia.org/wiki/Joe_Scarborough
Mika Brzezinski,https://en.wikipedia.org/wiki/Mika_Brzezinski
Laura Benanti,https://en.wikipedia.org/wiki/Laura_Benanti
Robin Wright,https://en.wikipedia.org/wiki/Robin_Wright
Melissa McCarthy,https://en.wikipedia.org/wiki/Melissa_McCarthy
Sarah Silverman,https://en.wikipedia.org/wiki/Sarah_Silverman
Scott Bakula,https://en.wikipedia.org/wiki/Scott_Bakula
Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter)
Jon Lovett,https://en.wikipedia.org/wiki/Jon_Lovett
Tommy Vietor,https://en.wikipedia.org/wiki/Tommy_Vietor
Charlamagne tha God,https://en.wikipedia.org/wiki/Charlamagne_tha_God
Gerard Butler,https://en.wikipedia.org/wiki/Gerard_Butler
Rowan Atkinson,https://en.wikipedia.org/wiki/Rowan_Atkinson
Ina Garten,https://en.wikipedia.org/wiki/Ina_Garten
Gayle King,https://en.wikipedia.org/wiki/Gayle_King
Dr. Phil,https://en.wikipedia.org/wiki/Phil_McGraw
Kayli Carter,https://en.wikipedia.org/wiki/Kayli_Carter
Kerry Washington,https://en.wikipedia.org/wiki/Kerry_Washington
Taylor Mac,https://en.wikipedia.org/wiki/Taylor_Mac
Sarah Jessica Parker,https://en.wikipedia.org/wiki/Sarah_Jessica_Parker
Nancy Pelosi,https://en.wikipedia.org/wiki/Nancy_Pelosi
Mike Myers,https://en.wikipedia.org/wiki/Mike_Myers
Christiane Amanpour,https://en.wikipedia.org/wiki/Christiane_Amanpour
Chris Wallace,https://en.wikipedia.org/wiki/Chris_Wallace
Cole Sprouse,https://en.wikipedia.org/wiki/Cole_Sprouse
Billy Eichner,https://en.wikipedia.org/wiki/Billy_Eichner
