name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,Gender,occupation,political_party
Donald Rumsfeld,https://en.wikipedia.org/wiki/Donald_Rumsfeld,86,U.S.,Illinois, Chicago,American,,"['Princeton University', 'Case Western Reserve University', 'Georgetown University']",M,['United States Secretary of Defense'],Republican
Russell Westbrook,https://en.wikipedia.org/wiki/Russell_Westbrook,29,U.S.,California,Long Beach,American,,,M,['basketball player'],
Laurence Fishburne,https://en.wikipedia.org/wiki/Laurence_Fishburne,57,U.S.,Georgia,Augusta,American,,,M,"['Actor', 'producer', 'playwright',  'screenwriter', 'film director']",
Chris Pine,https://en.wikipedia.org/wiki/Chris_Pine,38,U.S.,California,Los Angeles,American,['UC Berkeley'],,M,['Actor'],
Danielle Brooks,https://en.wikipedia.org/wiki/Danielle_Brooks,29,U.S.,Georgia,Augusta,American,,['Juilliard School'],F,"['Actress,', 'singer']",
Josh Brolin,https://en.wikipedia.org/wiki/Josh_Brolin,50,U.S.,California,Santa Monica,American,,,M,['Actor'],
John Dickerson,https://en.wikipedia.org/wiki/John_Dickerson_(journalist),50,U.S.,D.C.,Washington,American,['University of Virginia'],['Sidwell Friends School'],M,"['Journalist', 'television host']",
Erin Brockovich,https://en.wikipedia.org/wiki/Erin_Brockovich,58,US,Kansas,Lawrence,American,,,F,['Environmental activist'],
John Travolta,https://en.wikipedia.org/wiki/John_Travolta,64,U.S.,New Jersey,Englewood,American,,,M,"['Actor', 'producer', 'singer', 'dancer']",
Courtney B. Vance,https://en.wikipedia.org/wiki/Courtney_B._Vance,58,U.S.,Michigan,Detroit,American,,,F,['Actor'],
Amy Cuddy,https://en.wikipedia.org/wiki/Amy_Cuddy,46,U.S.,Pennsylvania, Robesonia,American,"['University of Colorado', 'Princeton University']",,F,['Social Psychologist'],
David Schwimmer,https://en.wikipedia.org/wiki/David_Schwimmer,51,U.S.,New York,New York City,American,['Northwestern University'],['Beverly Hills High School'],M,"['Actor', 'producer', 'director']",
Joel Osteen,https://en.wikipedia.org/wiki/Joel_Osteen,55,U.S.,Texas,Houston,American,['Oral Roberts University'],,M,['Televangelist'],
Dr. Phil,https://en.wikipedia.org/wiki/Phil_McGraw,68,U.S.,Oklahoma,Vinita,American,"['Midwestern State University', 'University of North Texas']",,M,['Television host'],
Mark,https://en.wikipedia.org/wiki/Mark_Duplass,41,U.S.,Louisiana,New Orleans,American,,,M,"['Film director', 'producer', 'screenwriter', 'actor',  'musician',  'author']",
Jay Duplass,https://en.wikipedia.org/wiki/Jay_Duplass,45,U.S.,Louisiana,New Orleans,American,,,M,"['Film director', 'film producer', 'writer', 'actor', 'author']",
Michael Eric Dyson,https://en.wikipedia.org/wiki/Michael_Eric_Dyson,60,U.S.,Michigan,Detroit,American,,"['Knoxville College', 'CarsonNewman College', 'Princeton University']",M,"['Author', 'Professor']",
Michael Strahan,https://en.wikipedia.org/wiki/Michael_Strahan,46,U.S.,Houston,Texas,American,,,M,['football player'],
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee,49,Canada,Ontario,Toronto,Canadian,['University of Ottawa'],,F,['Comedian'],
Bobby Cannavale,https://en.wikipedia.org/wiki/Bobby_Cannavale,48,U.S.,New Jersey,Union City,American,,,M,['Actor'],
Donny Deutsch,https://en.wikipedia.org/wiki/Donny_Deutsch,60,U.S.,New York,New York City,American,['Wharton School of the University of Pennsylvania'],,M,['Chairman of Deutsch Inc.'],Democratic
Tina Fey,https://en.wikipedia.org/wiki/Tina_Fey,48,U.S.,Pennsylvania,Upper Darby,American,['University of Virginia'],,F,"['Actress', 'comedian', 'writer', 'producer', 'playwright']",
Margot Robbie,https://en.wikipedia.org/wiki/Margot_Robbie,28,Australia,Queensland,Dalby,Australian,,['Somerset College'],F,"['Actress', 'film producer']",
Will Ferrell,https://en.wikipedia.org/wiki/Will_Ferrell,51,U.S.,California,Irvine,American,['University of Southern California'],,M,"['Actor', 'comedian', 'producer', 'writer']",
Megyn Kelly,https://en.wikipedia.org/wiki/Megyn_Kelly,47,U.S.,Illinois,Champaign,American,"['Syracuse University', 'Albany Law School']",,F,"['Journalist',  'News anchor', 'Political commentator', 'Lawyer']",Independent
Bill O'Reilly,https://en.wikipedia.org/wiki/Bill_O%27Reilly_(political_commentator),69,U.S.,New York,New York City,American,,"['Marist College','Boston University', 'Harvard University']",M,"['Television host',  'political commentator', 'author']",Republican
Eddie George,https://en.wikipedia.org/wiki/Eddie_George,45,U.S.,Pennsylvania,Philadelphia,American,,,M,['advertising executive '],
Olivia Wilde,https://en.wikipedia.org/wiki/Olivia_Wilde,34,U.S.,New York,New York City,American,['Gaiety School of Acting'],,F,"['Actress', 'model']",
Christiane Amanpour,https://en.wikipedia.org/wiki/Christiane_Amanpour,60,U.K.,London, ,British,['University of Rhode Island'],,F,"['Journalist',  'television host']",
Ben Stiller,https://en.wikipedia.org/wiki/Ben_Stiller,52,U.S.,New York,New York City,American,,,M,"['Actor', 'comedian', 'producer', 'writer']",
Kelsey Grammer,https://en.wikipedia.org/wiki/Kelsey_Grammer,63,U.S.,"Saint Thomas,Virgin islands",Charlotte Amalie ,American,,['Juilliard School'],M,"['Actor', 'voice actor', 'comedian', 'singer', 'producer', 'director', 'writer', 'activist']",Republican
Fred Armisen,https://en.wikipedia.org/wiki/Fred_Armisen,51,U.S.,Mississippi, Hattiesburg,American,,,F,"['Actor', 'comedian', 'producer', 'writer']",
Sarah McDaniel,https://en.wikipedia.org/wiki/Sarah_Koenig,49,U.S.,New York,New York City,American,['The University of Chicago'],,F,"['Journalist', 'Public radio personality', 'former producer of the television and radio program This American Life']",
Craig Ferguson,https://en.wikipedia.org/wiki/Craig_Ferguson,56,U.K.,Scotland, Glasgow,American,,,M,['Television Host'],
Hailey Clauson,https://en.wikipedia.org/wiki/Hailey_Clauson,23,U.S.,California,Thousand Oaks,American,,,F,['Model'],
Ashley Graham,https://en.wikipedia.org/wiki/Ashley_Graham_(model),30,U.S., , ,American,,,F,"['Supermodel', 'Body activist']",
Cory Booker,https://en.wikipedia.org/wiki/Cory_Booker,49,U.S.,D.C.,Washington,American,,"['Stanford University', 'The Queens College, Oxford', 'Yale University']",M,['Senator'],Democratic
Eva Longoria,https://en.wikipedia.org/wiki/Eva_Longoria,43,U.S.,Texas,Corpus Christi,American,"['Texas A&M University', 'California State University']",,F,"['Actress', 'producer', 'restaurateur', 'activist']",
Abbi Jacobson,https://en.wikipedia.org/wiki/Abbi_Jacobson,34,U.S.,Pennsylvania,Wayne,American,['Maryland Institute College of Art'],,F,"['Comedian', 'actress', 'writer', 'illustrator']",
Ilana Glazer,https://en.wikipedia.org/wiki/Ilana_Glazer,31,U.S.,New York, St.James,American,['New York University'],,F,"['Comedian', 'actress']",
Kate Hudson,https://en.wikipedia.org/wiki/Kate_Hudson,39,U.S.,California,Los Angeles,American,,,F,"['Actress', 'author', 'businesswoman']",
Téa Leoni,https://en.wikipedia.org/wiki/T%C3%A9a_Leoni,52,U.S.,New York,New York City,American,,,F,['Actress'],
Amanda Peet,https://en.wikipedia.org/wiki/Amanda_Peet,46,U.S.,New York,New York City,American,['Columbia University'],,F,['Actress'],
Chelsea Handler,https://en.wikipedia.org/wiki/Chelsea_Handler,43,U.S.,New Jersey, Livingston,American,,,F,"['Comedian', 'actress']",
Zosia Mamet,https://en.wikipedia.org/wiki/Zosia_Mamet,30,U.S.,Vermont,Randolph,American,,,F,"['Actress', 'musician']",
Casey Affleck,https://en.wikipedia.org/wiki/Casey_Affleck,43,U.S.,Massachusetts,Falmouth,American,['Columbia University'],,M,"['Actor', 'Director']",
Richard Dreyfuss,https://en.wikipedia.org/wiki/Richard_Dreyfuss,71,U.S.,New York,New York City,American,,,M,['Actor'],
Debra Messing,https://en.wikipedia.org/wiki/Debra_Messing,50,U.S.,New York,New York City,American,"['Brandeis University', 'New York University']",,F,['Actress'],
Zachary Quinto,https://en.wikipedia.org/wiki/Zachary_Quinto,41,U.S.,Pennsylvania,Pittsburgh,American,['Carnegie Mellon University'],,M,"['Actor', 'producer']",
Adrien Brody,https://en.wikipedia.org/wiki/Adrien_Brody,45,U.S.,New York,New York City,American,['Queens College'],['Fiorello H. LaGuardia High School'],M,"['Actor', 'producer']",
Danai Gurira,https://en.wikipedia.org/wiki/Danai_Gurira,40,U.S.,Iowa,Grinnell,American,"['Macalester College','New York University']",,F,"['Actress', 'playwright']",
Tim Daly,https://en.wikipedia.org/wiki/Tim_Daly,62,U.S.,New York,New York City,American,['Bennington College'],,M,"['Actor', 'producer']",
Graham Nash,https://en.wikipedia.org/wiki/Graham_Nash,76,U.K.,Blackpool, ,British,,,M,['singer'],
Spike Jonze,https://en.wikipedia.org/wiki/Spike_Jonze,49,U.S.,Maryland,Rockville,American,,,M,"['Director', 'producer', 'screenwriter', 'actor', 'photographer']",
Jeffrey Dean Morgan,https://en.wikipedia.org/wiki/Jeffrey_Dean_Morgan,52,U.S.,Washington,Seattle,American,,,M,['Actor'],
Chrissy Teigen,https://en.wikipedia.org/wiki/Chrissy_Teigen,32,U.S.,Utah,Delta,American,,,F,['Model'],
Mike Birbiglia,https://en.wikipedia.org/wiki/Mike_Birbiglia,40,U.S., Massachusetts, Shrewsbury,American,,,M,['Comedian'],
Adam Savage,https://en.wikipedia.org/wiki/Adam_Savage,51,U.S.,New York,New York City,American,['Tisch School of the Arts'],,M,"['Designer', 'fabricator', 'actor', 'educator']",
Octavia Spencer,https://en.wikipedia.org/wiki/Octavia_Spencer,46,U.S.,Alabama,Montgomery,American,['Auburn University'],,F,"['Actress', 'author']",
John Stamos,https://en.wikipedia.org/wiki/John_Stamos,55,U.S.,California,Cypress,American,,,M,"['Actor', 'producer' 'musician']",
Bob Saget,https://en.wikipedia.org/wiki/Bob_Saget,62,U.S.,Philadelphia, Pennsylvania,American,['Temple University'],,M,['Stand-up comedian'],
Dave Coulier,https://en.wikipedia.org/wiki/Dave_Coulier,59,U.S.,Michigan,St. Clair Shores,American,['University of Michigan'],['Notre Dame High School Michigan'],M,"['Actor', 'voice actor', 'standup comedian', 'impressionist', 'television host']",
Christopher Meloni,https://en.wikipedia.org/wiki/Christopher_Meloni,57,U.S.,D.C.,Washington,American,,"['University of Colorado Boulder, 'Neighborhood Playhouse']",M,['Actor'],
Edward Byers,https://en.wikipedia.org/wiki/Edward_Byers,39,U.S., Ohio, Toledo,American,,,M,['Navy SEAL'],
Will Arnett,https://en.wikipedia.org/wiki/Will_Arnett,48,Canada,Ontario,Toronto,American,,,M,"['Actor', 'comedian', 'producer']",
Charles Barkley,https://en.wikipedia.org/wiki/Charles_Barkley,55,U.S.,Alabama,Leeds,American,,,M,['basketball player'],
Max Greenfield,https://en.wikipedia.org/wiki/Max_Greenfield,38,U.S.,New York,Dobbs Ferry,American,,,M,['Actor'],
Helen Mirren,https://en.wikipedia.org/wiki/Helen_Mirren,73,U.K.,London,Hammersmith,British,['New College of Speech and Drama'],,F,['Actor'],
J. J. Abrams,https://en.wikipedia.org/wiki/J._J._Abrams,52,U.S.,New York,New York City,American,['Sarah Lawrence College'],['Palisades Charter High School'],M,"['Film director', 'producer', 'screenwriter', 'composer']",
Sally Field,https://en.wikipedia.org/wiki/Sally_Field,71,U.S.,California,Pasadena,American,,,F,"['Actress','director']",
Jerrod Carmichael,https://en.wikipedia.org/wiki/Jerrod_Carmichael,31,U.S.,North Carolina,WinstonSalem,American,,,M,"['Comedian', 'writer', actor']",
Anna Kendrick,https://en.wikipedia.org/wiki/Anna_Kendrick,33,U.S.,Maine,Portland,American,,['Deering High School'],F,"['Actress', 'singer', 'author']",
Loretta Lynch,https://en.wikipedia.org/wiki/Loretta_Lynch,59,U.S., North Carolina, Greensboro,American,,['Harvard University'],F,['United States Attorney General'],
Jeff Daniels,https://en.wikipedia.org/wiki/Jeff_Daniels,63,U.S.,Georgia,Clarke County,American,,,M,"['Actor', 'musician', 'playwright']",
Audra McDonald,https://en.wikipedia.org/wiki/Audra_McDonald,48,Germany,West Berlin, ,American,['Juilliard School'],,F,"['Actress', 'singer']",
Mary Elizabeth Winstead,https://en.wikipedia.org/wiki/Mary_Elizabeth_Winstead,33,U.S.,North Carolina,Rocky Mount,American,,,F,"['Actress', 'singer']",
Jordan Spieth,https://en.wikipedia.org/wiki/Jordan_Spieth,25,U.S.,Texas, Dallas,American,,,M,['Golfer'],
Steve Martin,https://en.wikipedia.org/wiki/Steve_Martin,73,U.S.,Texas, Waco,American,"['University of California, Los Angeles']",,M,['Actor'],
Edie Brickell,https://en.wikipedia.org/wiki/Edie_Brickell,52,U.S.,Texas, Dallas,American,,,F,['Singer'],
Shirley MacLaine,https://en.wikipedia.org/wiki/Shirley_MacLaine,84,U.S.,Virginia,Richmond,American,,,F,"['Actress', 'singer', 'dancer', 'author', 'activist']",
Theo James,https://en.wikipedia.org/wiki/Theo_James,33,UK,England,Oxford,British,,"['Aylesbury Grammar School', 'University of Nottingham', 'Bristol Old Vic Theatre School']",M,"['Actor', 'musician', 'model']",
Jussie Smollett,https://en.wikipedia.org/wiki/Jussie_Smollett,36,U.S.,California,Santa Rosa,American,,,M,"['Actor', 'singer', 'songwriter']",
William H. Macy,https://en.wikipedia.org/wiki/William_H._Macy,68,U.S. ,Florida , Miami ,American,['Goddard College'],['Allegany High School'],M,['Actor'],
Melissa Rauch,https://en.wikipedia.org/wiki/Melissa_Rauch,38,U.S.,New Jersey,Marlboro Township,American,,,F,"['Actress', 'comedian']",
Isaac Mizrahi,https://en.wikipedia.org/wiki/Isaac_Mizrahi,57,U.S.,New York,New York City,American,,"['Yeshivah of Flatbush', 'High School of Performing Arts', 'Parsons School for Design']",M,['Fashion designer'],
Laura Benanti,https://en.wikipedia.org/wiki/Laura_Benanti,39,U.S.,New York,New York City,American,,,F,"['Actress', 'singer']",
Adam Driver,https://en.wikipedia.org/wiki/Adam_Driver,34,U.S.,California,San Diego,American,['Juilliard School'],,M,['Actor'],
Rachel Bloom,https://en.wikipedia.org/wiki/Rachel_Bloom,31,U.S.,California, Los Angeles,American,['New York University'],,F,"['Actress', 'comedian']",
Eric Stonestreet,https://en.wikipedia.org/wiki/Eric_Stonestreet,47,U.S.,Kansas,Kansas City,American,['Kansas State University'],,M,"['Actor', 'comedian']",
Jason Jones,https://en.wikipedia.org/wiki/Jason_Jones_(actor),45,Canada,Ontario,Hamilton,Canadian,['Ryerson University'],,M,"['Actor', 'comedian']",
Sarah Paulson,https://en.wikipedia.org/wiki/Sarah_Paulson,43,U.S.,Florida,Tampa,American,['American Academy of Dramatic Arts'],,F,"['Actress', 'Director']",
Tatiana Maslany,https://en.wikipedia.org/wiki/Tatiana_Maslany,33,Canada,Saskatchewan,Regina,Canadian,,,F,['Actress'],
Steve Buscemi,https://en.wikipedia.org/wiki/Steve_Buscemi,60,U.S.,New York,New York City,American,,,M,"['Actor, 'director']",
Benjamin Walker,https://en.wikipedia.org/wiki/Benjamin_Walker_(actor),36,U.S.,Georgia,Cartersville,American,,['Juilliard School'],M,"['Actor', 'standup comedian']",
Matthew Perry,https://en.wikipedia.org/wiki/Matthew_Perry,49,U.S.,Massachusetts,Williamstown,American,,"['Rockcliffe Park Public School', 'Ashbury College']",M,"['Actor', 'comedian']",
Nick Offerman,https://en.wikipedia.org/wiki/Nick_Offerman,48,U.S.,Illinois,Minooka,American,['University of Illinois at UrbanaChampaign'],,M,"['Actor', 'writer', 'carpenter']",
Melissa McCarthy,https://en.wikipedia.org/wiki/Melissa_McCarthy,48,U.S.,Illinois,Plainfield,American,,,F,"['Actress', 'comedian', 'writer', 'producer', 'fashion designer']",
Ben Falcone,https://en.wikipedia.org/wiki/Ben_Falcone,45,U.S.,Illinois,Carbondale,American,,,M,"['Actor', 'comedian', 'filmmaker']",
Arianna Huffington,https://en.wikipedia.org/wiki/Arianna_Huffington,68,Greece,Athens, ,American,"['Girton College, Cambridge', 'Visva Bharati University']",,F,"['Journalist', 'entrepreneur']",
Sam Rockwell,https://en.wikipedia.org/wiki/Sam_Rockwell,49,U.S.,California,San Mateo County,American,['Ruth Asawa San Francisco School of the Arts'],,M,['Actor'],
David Duchovny,https://en.wikipedia.org/wiki/David_Duchovny,58,U.S.,New York,New York City,American,"['Princeton University', 'Yale University']",,M,"['Actor', 'director', 'producer', 'writer', 'singer', 'songwriter']",
Mindy Kaling,https://en.wikipedia.org/wiki/Mindy_Kaling,39,U.S.,Massachusetts,Cambridge,American,['Dartmouth College'],['Buckingham Browne amp Nichols'],F,"['Actress', 'comedian', 'writer']",
Tituss Burgess,https://en.wikipedia.org/wiki/Tituss_Burgess,39,U.S.,Georgia,Athens,American,['University of Georgia'],,M,"['Actor', 'singer']",
Ken Burns,https://en.wikipedia.org/wiki/Ken_Burns,65,U.S.,New York,Brooklyn,American,['Hampshire College'],,M,['Filmmaker'],Democratic
Jesse Tyler Ferguson,https://en.wikipedia.org/wiki/Jesse_Tyler_Ferguson,43,U.S.,Montana,Missoula,American,,['American Musical and Dramatic Academy'],M,['Actor'],
Katharine McPhee,https://en.wikipedia.org/wiki/Katharine_McPhee,34,U.S.,California,Los Angeles,American,,,F,"['Actress', 'singer', 'songwriter']",
Thomas Middleditch,https://en.wikipedia.org/wiki/Thomas_Middleditch,36,Canada,British Columbia,Nelson,Canadian,['University of Victoria'],,M,"['Actor', 'screenwriter']",
Dennis Quaid,https://en.wikipedia.org/wiki/Dennis_Quaid,64,U.S.,Texas,Houston,American,['University of Houston'],,M,"['Actor', 'producer', 'director', 'singer', 'writer']",
Matt Walsh,https://en.wikipedia.org/wiki/Matt_Walsh_(comedian),54,U.S.,Illinois,Chicago,American,,,M,"['Actor', 'comedian', 'director', 'writer']",
Tom Hanks,https://en.wikipedia.org/wiki/Tom_Hanks,62,U.S.,California,Concord,American,"['Chabot College', 'California State University, Sacramento']",,M,"['Actor', 'filmmaker']",Democratic
Julia Louis-Dreyfus,https://en.wikipedia.org/wiki/Julia_Louis-Dreyfus,57,U.S.,New York,New York City,American,['Northwestern University'],,F,"['Actress', 'comedian', 'singer', 'producer']",
Nikolaj Coster-Waldau,https://en.wikipedia.org/wiki/Nikolaj_Coster-Waldau,48,Denmark,Rudkbing, ,Danish,['Danish National School of Theatre and Contemporary Dance'],,M,"['Actor', 'producer', 'screenwriter']",
Michelle Williams,https://en.wikipedia.org/wiki/Michael_K._Williams,51,U.S.,New York,New York City,American,,,M,"['Actor', 'dancer', 'reporter']",
Eddie Huang,https://en.wikipedia.org/wiki/Eddie_Huang,36,U.S.,D.C.,Washington,American,,"['University of Pittsburgh', 'Rollins College',  'Yeshiva University']",M,"['Chef', 'Restaurateur', 'Author',  'Food Personality',  'Attorney', 'Producer', 'Fashion Designer', 'Businessman']",
J. K. Simmons,https://en.wikipedia.org/wiki/J._K._Simmons,63,U.S.,Michigan,Grosse Pointe,American,['University of Montana'],,M,"['Actor', 'voice actor']",
Jane Krakowski,https://en.wikipedia.org/wiki/Jane_Krakowski,50,U.S.,New Jersey,ParsippanyTroy Hills,American,,,F,"['Actress', 'singer']",
Chris Wallace,https://en.wikipedia.org/wiki/Chris_Wallace_(journalist),71,U.S.,Illinois,Chicago,American,['Harvard University'],,M,['Host of Fox News Sunday'],Democratic
Susan Sarandon,https://en.wikipedia.org/wiki/Susan_Sarandon,72,U.S.,New York,New York City,American,['Catholic University of America'],,F,['Actress'],
David Tennant,https://en.wikipedia.org/wiki/David_Tennant,47,U.K.,West Lothian,Bathgate,British,,,M,"['Actor', 'voice actor']",
Christine Baranski,https://en.wikipedia.org/wiki/Christine_Baranski,66,U.S.,New York,Buffalo,American,,['Juilliard School'],F,"['Actress', 'singer', 'producer']",
Matt Czuchry,https://en.wikipedia.org/wiki/Matt_Czuchry,41,U.S.,New Hampshire,Manchester,British,['College of Charleston'],,M,['Actor'],
Hank Azaria,https://en.wikipedia.org/wiki/Hank_Azaria,54,U.S.,New York City,Queens,American,,,M,"['Actor', 'voice actor', 'comedian', 'producer']",
Phil Knight,https://en.wikipedia.org/wiki/Phil_Knight,80,U.S.,Oregon,Portland,American,"['University of Oregon', 'Stanford University']",,M,"['Chairman', 'Emeritus', 'Nike, Inc.']",
Anderson Cooper,https://en.wikipedia.org/wiki/Anderson_Cooper,51,U.S.,New York,New York City,American,['Yale University'],,M,"['Journalist', 'author', 'anchor']",
Mark Feuerstein,https://en.wikipedia.org/wiki/Mark_Feuerstein,47,U.S.,New York,New York City,American,,,M,['Actor'],
Morris Chestnut,https://en.wikipedia.org/wiki/Morris_Chestnut,49,U.S.,California,Cerritos,American,,,M,['Actor'],
Dakota Johnson,https://en.wikipedia.org/wiki/Dakota_Johnson,29,U.S.,Texas,Austin,,,,F,"['Actress', 'Model']",
Sebastian Stan,https://en.wikipedia.org/wiki/Sebastian_Stan,36,Romania,Constana, ,American,['Rutgers University'],,M,['Actor'],
Anthony Mackie,https://en.wikipedia.org/wiki/Anthony_Mackie,40,U.S.,Louisiana,New Orleans,American,,"['University of North Carolina School of the Arts', 'Juilliard School']",M,['Actor'],
Rob Reiner,https://en.wikipedia.org/wiki/Rob_Reiner,71,U.S.,New York,New York City,American,"['University of California, Los Angeles']",,M,"['Actor', 'filmmaker']",Democratic
Buzz Aldrin,https://en.wikipedia.org/wiki/Buzz_Aldrin,88,U.S.,Massachusetts, Glen Ridge,American,"['United States Military Academy', 'Massachusetts Institute of Technology']",,M,['Astronaut'],
Judith Sheindlin,https://en.wikipedia.org/wiki/Judith_Sheindlin,76,U.S.,New York,New York City,American,"['American University', 'New York Law School',]",,F,"['Lawyer', 'judge', 'television personality', 'author', 'arbitrator']",
Zac Posen,https://en.wikipedia.org/wiki/Zac_Posen,38,U.S.,New York,New York City,American,,"['Parsons School of Design', 'Central Saint Martins']",M,['Fashion Designer'],
W. Kamau Bell,https://en.wikipedia.org/wiki/W._Kamau_Bell,45,U.S., California, Palo Alto,American,,,M,['Stand-up comedian'],
Lily Tomlin,https://en.wikipedia.org/wiki/Lily_Tomlin,79,U.S.,Michigan, Detroit,American,,,F,['Comedian'],
Kumail Nanjiani,https://en.wikipedia.org/wiki/Kumail_Nanjiani,40,Pakistan,Sindh,Karachi,Pakistani,['Grinnell College'],,M,"['Standup comedian', 'actor', 'podcast host', 'writer']",
Kaley Cuoco,https://en.wikipedia.org/wiki/Kaley_Cuoco,32,U.S.,California,Camarillo,American,,,F,"['Actress', 'producer']",
Dan Savage,https://en.wikipedia.org/wiki/Dan_Savage,54,U.S.,Illinois,Chicago,American,['University of Illinois at UrbanaChampaign'],['Quigley Preparatory Seminary North'],M,"['Author', 'media pundit', 'journalist', 'newspaper editor', 'sex advice columnist']",
Chloë Grace Moretz,https://en.wikipedia.org/wiki/Chlo%C3%AB_Grace_MoretzF,21,U.S.,Georgia,Atlanta,American,,,F,"['Actress', 'model']",
Katie Couric,https://en.wikipedia.org/wiki/Katie_Couric,61,U.S.,Virginia,Arlington,American,['University of Virginia'],,F,['Journalist'],
Charlamagne Tha God,https://en.wikipedia.org/wiki/Charlamagne_Tha_God,40,U.S.,South Carolina, Charleston,American,,,M,['Radio Presenter'],
Kate Beckinsale,https://en.wikipedia.org/wiki/Kate_Beckinsale,45,U.K.,London,Chiswick,British,"['New College, Oxford']",,F,['Actress'],
B. J. Novak,https://en.wikipedia.org/wiki/B._J._Novak,39,U.S.,Massachusetts,Newton,American,['Harvard University'],,M,"['Actor', 'writer', 'comedian', 'director']",
Ryan Gosling,https://en.wikipedia.org/wiki/Ryan_Gosling,37,Canada,Ontario,London,Canadian,,,M,"['Actor', 'musician']",
Russell Crowe,https://en.wikipedia.org/wiki/Russell_Crowe,54,New Zealand,Wellington, ,New Zealand,,,M,"['Actor',  'film producer',  'musician']",
Jessie Mueller,https://en.wikipedia.org/wiki/Jessie_Mueller,35,U.S.,Illinois,Evanston,American,['Syracuse University'],,F,"['Actor', 'singer']",
Matt Bomer,https://en.wikipedia.org/wiki/Matt_Bomer,41,U.S.,Missouri,Webster Groves,American,['Carnegie Mellon University'],,M,"['Actor', 'director', 'producer',  'singer']",
Zach Woods,https://en.wikipedia.org/wiki/Zach_Woods,34,U.S.,New Jersey,Trenton,American,['New York University'],,M,['Actor'],
Jason Sudeikis,https://en.wikipedia.org/wiki/Jason_Sudeikis,43,U.S.,Virginia,Fairfax,American,,,M,"['Comedian', 'actor', 'screenwriter', 'producer']",
Michael Weatherly,https://en.wikipedia.org/wiki/Michael_Weatherly,50,U.S.,New York,New York City,American,,,M,"['Actor', 'producer', 'director']",
Anthony Anderson,https://en.wikipedia.org/wiki/Anthony_Anderson,48,U.S.,California,Compton,American,,['Hollywood High School'],M,"['Actor', 'comedian',  'writer',  'game show host panelist']",
Eugene Levy,https://en.wikipedia.org/wiki/Eugene_Levy,71,Canada,Ontario,Hamilton,Canadian,,,M,"['Actor', 'comedian', 'producer', 'director', 'writer']",
Catherine O'Hara,https://en.wikipedia.org/wiki/Catherine_O%27Hara,64,Canada,Ontario,Toronto,American,,,F,"['Actress', 'writer', 'comedian']",
Josh Gad,https://en.wikipedia.org/wiki/Josh_Gad,37,U.S.,Florida,Hollywood,American,['Carnegie Mellon College of Fine Arts'],,M,"['Actor', 'comedian', 'singer']",
Gillian Jacobs,https://en.wikipedia.org/wiki/Gillian_Jacobs,36,U.S.,Pennsylvania,Pittsburgh,American,,['Juilliard School'],F,"['Actress', 'comedienne']",
Rose Byrne,https://en.wikipedia.org/wiki/Rose_Byrne,39,Australia,New South Wales,Balmain,Australian,,"['University of Sydney', 'Atlantic Theater Company']",F,['Actress'],
Bobby Flay,https://en.wikipedia.org/wiki/Bobby_Flay,53,U.S.,New York,New York City,American,,['French Culinary Institute'],M,['Chef'],
Seth Rogen,https://en.wikipedia.org/wiki/Seth_Rogen,36,Canada,British Columbia,Vancouver,American,,,M,"['Actor', 'comedian', 'writer', 'producer', 'director']",
Krysten Ritter,https://en.wikipedia.org/wiki/Krysten_Ritter,36,U.S.,Pennsylvania,Bloomsburg,American,,,F,"['Actress', 'musician', 'model']",
Emilia Clarke,https://en.wikipedia.org/wiki/Emilia_Clarke,32,U.K.,London, ,British,,,F,['Actress'],
Shiri Appleby,https://en.wikipedia.org/wiki/Shiri_Appleby,39,U.S.,California,Los Angeles,American,,,F,"['Actress', 'director']",
Sean Hayes,https://en.wikipedia.org/wiki/Sean_Hayes_(actor),48,U.S.,Illinois,Chicago,American,,,M,"['Actor', 'comedian', 'producer']",
Brooklyn Decker,https://en.wikipedia.org/wiki/Brooklyn_Decker,31,U.S.,Ohio,Kettering,American,,,F,['Model'],
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black,70,U.S.,D.C., Washington,American,,"['University of Maryland, College Park', 'University of North Carolina, Chapel Hill', 'Yale University']",M,['Stand-up comedian'],
James McAvoy,https://en.wikipedia.org/wiki/James_McAvoy,39,U.K.,Glasgow, Scotland,British,['Royal Scottish Academy of Music and Drama'],,M,['Actor'],
Nick Swardson,https://en.wikipedia.org/wiki/Nick_Swardson,42,U.S.,Minnesota,Minneapolis,American,,,M,"['Standup comedian', 'actor', 'screenwriter', 'producer']",
Lizzy Caplan,https://en.wikipedia.org/wiki/Lizzy_Caplan,36,U.S.,California,Los Angeles,American,,,F,"['Actress', 'model']",
Neil Young,https://en.wikipedia.org/wiki/Neil_Young,72,Canada,Ontario, Toronto,Canadian,,,M,['Singer'],
Mike Epps,https://en.wikipedia.org/wiki/Mike_Epps,47,U.S.,Indiana, Indianapolis,American,,,M,['Stand-up comedian'],
Rashida Jones,https://en.wikipedia.org/wiki/Rashida_Jones,42,U.S.,California,Los Angeles,American,['Harvard University'],,F,"['Actress', 'writer', 'producer']",
Daveed Diggs,https://en.wikipedia.org/wiki/Daveed_Diggs,36,U.S.,California,Oakland,American,['Brown University'],,M,"['Actor', 'rapper', 'singer']",
