name,wiki_link,age,country_born,state_born,city_born,nationality,gender,occupation,political_party
Pierce Brosnan,https://en.wikipedia.org/wiki/Pierce_Brosnan,65,U.K.,County Louth,Drogheda,British,M,Entertainment and Show Business,
Peter Serafinowicz,https://en.wikipedia.org/wiki/Peter_Serafinowicz,46,U.K.,Liverpool,,British,M,Entertainment and Show Business,
Robert Pattinson,https://en.wikipedia.org/wiki/Robert_Pattinson,32,U.K.,London,Barnes,British,M,Entertainment and Show Business,
Ewan McGregor,https://en.wikipedia.org/wiki/Ewan_McGregor,47,U.K.,Scotland,Perth,British,M,Entertainment and Show Business,
Rupert Friend,https://en.wikipedia.org/wiki/Rupert_Friend,37,U.K.,England,Oxfordshire,British,M,Entertainment and Show Business,
Martin Freeman,https://en.wikipedia.org/wiki/Martin_Freeman,47,U.K.,Hampshire,Aldershot,British,M,Entertainment and Show Business,
Dev Patel,https://en.wikipedia.org/wiki/Dev_Patel,28,U.K.,London,Harrow,British,M,Entertainment and Show Business,
Asa Butterfield,https://en.wikipedia.org/wiki/Asa_Butterfield,21,U.K.,London,Islington,British,M,Entertainment and Show Business,
Chris Geere,https://en.wikipedia.org/wiki/Chris_Geere,37,U.K.,Cambridgeshire,Cambridge,British,M,Entertainment and Show Business,
Jamie Dornan,https://en.wikipedia.org/wiki/Jamie_Dornan,36,U.K.,County Down,Holywood,American,M,Entertainment and Show Business,
Daniel Radcliffe,https://en.wikipedia.org/wiki/Daniel_Radcliffe,29,U.K.,London,Hammersmith,British,M,Entertainment and Show Business,
David Tennant,https://en.wikipedia.org/wiki/David_Tennant,47,U.K.,West Lothian,Bathgate,British,M,Entertainment and Show Business,
Rowan Atkinson,https://en.wikipedia.org/wiki/Rowan_Atkinson,63,U.K.,County Durham,Consett,British,M,Entertainment and Show Business,
Hugh Dancy,https://en.wikipedia.org/wiki/Hugh_Dancy,43,U.K.,Staffordshire,StokeonTrent,British,M,Entertainment and Show Business,
Matt Smith,https://en.wikipedia.org/wiki/Matt_Smith_(actor),36,U.K.,Northampton,,British,M,Entertainment and Show Business,
Eddie Redmayne,https://en.wikipedia.org/wiki/Eddie_Redmayne,36,U.K.,London,,British,M,Entertainment and Show Business,
Jude Law,https://en.wikipedia.org/wiki/Jude_Law,45,U.K.,London,Lewisham,British,M,Entertainment and Show Business,
James Corden,https://en.wikipedia.org/wiki/James_Corden,40,U.K.,London,Hillingdon,British,M,Entertainment and Show Business,
Benedict Cumberbatch,https://en.wikipedia.org/wiki/Benedict_Cumberbatch,42,U.K.,London,Hammersmith,British,M,Entertainment and Show Business,
Hugh Laurie,https://en.wikipedia.org/wiki/Hugh_Laurie,59,U.K.,Oxfordshire,Oxford,British,M,Entertainment and Show Business,
Tom Hiddleston,https://en.wikipedia.org/wiki/Tom_Hiddleston,37,U.K.,London,Westminster,British,M,Entertainment and Show Business,
Nicholas Hoult,https://en.wikipedia.org/wiki/Nicholas_Hoult,28,U.K.,Berkshire,Wokingham,British,M,Entertainment and Show Business,
Bruce Willis,https://en.wikipedia.org/wiki/Bruce_Willis,63,Germany,RhinelandPalatinate,IdarOberstein,American,M,Entertainment and Show Business,
Reese Witherspoon,https://en.wikipedia.org/wiki/Reese_Witherspoon,42,U.S.,Louisiana,New Orleans,American,F,Entertainment and Show Business,
Danielle Brooks,https://en.wikipedia.org/wiki/Danielle_Brooks,29,U.S.,Georgia,Augusta,American,F,Entertainment and Show Business,
Diane Kruger,https://en.wikipedia.org/wiki/Diane_Kruger,42,Germany,Lower Saxony,Algermissen,German,F,Entertainment and Show Business,
Yara Shahidi,https://en.wikipedia.org/wiki/Yara_Shahidi,18,U.S.,Minnesota,Minneapolis,American,F,Entertainment and Show Business,
Lucy Lawless,https://en.wikipedia.org/wiki/Lucy_Lawless,50,New Zealand,Auckland,Mount Albert,New Zealand,F,Entertainment and Show Business,
Salma Hayek,https://en.wikipedia.org/wiki/Salma_Hayek,52,Mexico,Veracruz,Coatzacoalcos,"Mexican, American",F,Entertainment and Show Business,
Lupita Nyong'o,https://en.wikipedia.org/wiki/Lupita_Nyong%27o,35,Mexico,Mexico City,,Mexican,F,Entertainment and Show Business,
Yvonne Orji,https://en.wikipedia.org/wiki/Yvonne_Orji,34,Nigeria,Rivers,Port Harcourt,Nigerian  American,F,Entertainment and Show Business,
Keira Knightley,https://en.wikipedia.org/wiki/Keira_Knightley,33,England,London,Teddington,British,F,Entertainment and Show Business,
Carey Mulligan,https://en.wikipedia.org/wiki/Carey_Mulligan,33,England,London,Westminster,British,F,Entertainment and Show Business,
Rose McGowan,https://en.wikipedia.org/wiki/Rose_McGowan,45,Italy,Tuscany,Certaldo,American,F,Entertainment and Show Business,
Amy Adams,https://en.wikipedia.org/wiki/Amy_Adams,44,Italy,Vicenza,,American,F,Entertainment and Show Business,
Ruth Negga,https://en.wikipedia.org/wiki/Ruth_Negga,36,Ethiopia,Addis Ababa,,British,F,Entertainment and Show Business,
Natalie Portman,https://en.wikipedia.org/wiki/Natalie_Portman,37,Jerusalem,,,American,F,Entertainment and Show Business,
Charlize Theron,https://en.wikipedia.org/wiki/Charlize_Theron,43,South Africa,Benoni,,American,F,Entertainment and Show Business,
Millie Bobby Brown,https://en.wikipedia.org/wiki/Millie_Bobby_Brown,14,Spain,Andalusia,Marbella,British,M,Entertainment and Show Business,
Sofía Vergara,https://en.wikipedia.org/wiki/Sof%C3%ADa_Vergara,46,Colombia,Barranquilla,,American,F,Entertainment and Show Business,
Cate Blanchett,https://en.wikipedia.org/wiki/Cate_Blanchett,49,Australia,Victoria,Ivanhoe,Australian,F,Entertainment and Show Business,
Mia Wasikowska,https://en.wikipedia.org/wiki/Mia_Wasikowska,29,Australia,Australian Capital Territory,Canberra,Australian,F,Entertainment and Show Business,
Toni Collette,https://en.wikipedia.org/wiki/Toni_Collette,45,Australia,New South Wales,Glebe,Australian,F,Entertainment and Show Business,
Margot Robbie,https://en.wikipedia.org/wiki/Margot_Robbie,28,Australia,Queensland,Dalby,Australian,F,Entertainment and Show Business,
Rose Byrne,https://en.wikipedia.org/wiki/Rose_Byrne,39,Australia,New South Wales,Balmain,Australian,F,Entertainment and Show Business,
Nina Dobrev,https://en.wikipedia.org/wiki/Nina_Dobrev,29,Bulgaria,Sofia,,Canadian,F,Entertainment and Show Business,
Priyanka Chopra,https://en.wikipedia.org/wiki/Priyanka_Chopra,36,India,Jharkhand,Jamshedpur,Indian,F,Entertainment and Show Business,
Neve Campbell,https://en.wikipedia.org/wiki/Neve_Campbell,45,Canada,Ontario,Guelph,Canadian,F,Entertainment and Show Business,
Cobie Smulders,https://en.wikipedia.org/wiki/Cobie_Smulders,36,Canada,British Columbia,Vancouver,Canadian,F,Entertainment and Show Business,
Catherine O'Hara,https://en.wikipedia.org/wiki/Catherine_O%27Hara,64,Canada,Ontario,Toronto,American,F,Entertainment and Show Business,
Tatiana Maslany,https://en.wikipedia.org/wiki/Tatiana_Maslany,33,Canada,Saskatchewan,Regina,Canadian,F,Entertainment and Show Business,
Ellen Page,https://en.wikipedia.org/wiki/Ellen_Page,31,Canada,Nova Scotia,Halifax,Canadian,F,Entertainment and Show Business,
Isabelle Huppert,https://en.wikipedia.org/wiki/Isabelle_Huppert,65,France,Paris,,French,F,Entertainment and Show Business,
Alexa Davalos,https://en.wikipedia.org/wiki/Alexa_Davalos,36,France,Paris,,American,F,Entertainment and Show Business,
Marion Cotillard,https://en.wikipedia.org/wiki/Marion_Cotillard,43,France,Paris,,French,F,Entertainment and Show Business,
Maggie Siff,https://en.wikipedia.org/wiki/Maggie_Siff,44,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Ana Gasteyer,https://en.wikipedia.org/wiki/Ana_Gasteyer,51,U.S.,D.C.,Washington,American,F,Entertainment and Show Business,
Rachel Brosnahan,https://en.wikipedia.org/wiki/Rachel_Brosnahan,27,U.S.,Wisconsin,Milwaukee,American,F,Entertainment and Show Business,
Natasha Leggero,https://en.wikipedia.org/wiki/Natasha_Leggero,44,U.S.,Illinois,Rockford,American,F,Entertainment and Show Business,
Felicity Huffman,https://en.wikipedia.org/wiki/Felicity_Huffman,55,U.S.,New York,Bedford,American,F,Entertainment and Show Business,
Connie Britton,https://en.wikipedia.org/wiki/Connie_Britton,51,U.S.,Massachusetts,Boston,American,F,Entertainment and Show Business,
Kate Walsh,https://en.wikipedia.org/wiki/Kate_Walsh_(actress),51,U.S.,California,San Jose,American,F,Entertainment and Show Business,
Michaela Watkins,https://en.wikipedia.org/wiki/Michaela_Watkins,46,U.S.,New York,Syracuse,American,F,Entertainment and Show Business,
Uzo Aduba,https://en.wikipedia.org/wiki/Uzo_Aduba,37,U.S.,Massachusetts,Boston,American,F,Entertainment and Show Business,
Greta Gerwig,https://en.wikipedia.org/wiki/Greta_Gerwig,35,U.S.,California,Sacramento,American,F,Entertainment and Show Business,
Niecy Nash,https://en.wikipedia.org/wiki/Niecy_Nash,48,U.S.,California,Compton,American,F,Entertainment and Show Business,
Jessica Williams,https://en.wikipedia.org/wiki/Jessica_Williams_(actress),29,U.S.,California,Los Angeles County,American,F,Entertainment and Show Business,
Sara Gilbert,https://en.wikipedia.org/wiki/Sara_Gilbert,43,U.S.,California,Santa Monica,American,F,Entertainment and Show Business,
Angela Bassett,https://en.wikipedia.org/wiki/Angela_Bassett,60,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Jodie Foster,https://en.wikipedia.org/wiki/Jodie_Foster,55,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Zoe Kazan,https://en.wikipedia.org/wiki/Zoe_Kazan,35,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Allison Williams,https://en.wikipedia.org/wiki/Allison_Williams_(actress),30,U.S.,Connecticut,New Canaan,American,F,Entertainment and Show Business,
Joy Bryant,https://en.wikipedia.org/wiki/Joy_Bryant,44,U.S.,New York,New York City,American,M,Entertainment and Show Business,
Mary-Louise Parker,https://en.wikipedia.org/wiki/Mary-Louise_Parker,54,U.S.,South Carolina,Fort Jackson,American,F,Entertainment and Show Business,
Alison Brie,https://en.wikipedia.org/wiki/Alison_Brie,35,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
America Ferrera,https://en.wikipedia.org/wiki/America_Ferrera,34,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Glenn Close,https://en.wikipedia.org/wiki/Glenn_Close,71,U.S.,Connecticut,Greenwich,American,F,Entertainment and Show Business,
Tracee Ellis Ross,https://en.wikipedia.org/wiki/Tracee_Ellis_Ross,45,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Gabourey Sidibe,https://en.wikipedia.org/wiki/Gabourey_Sidibe,35,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Octavia Spencer,https://en.wikipedia.org/wiki/Octavia_Spencer,46,U.S.,Alabama,Montgomery,American,F,Entertainment and Show Business,
Rashida Jones,https://en.wikipedia.org/wiki/Rashida_Jones,42,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Sonequa Martin-Green,https://en.wikipedia.org/wiki/Sonequa_Martin-Green,33,U.S.,Alabama,Russellville,American,F,Entertainment and Show Business,
Tika Sumpter,https://en.wikipedia.org/wiki/Tika_Sumpter,38,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Constance Wu,https://en.wikipedia.org/wiki/Constance_Wu,36,U.S.,Virginia,Richmond,American,F,Entertainment and Show Business,
Nicole Kidman,https://en.wikipedia.org/wiki/Nicole_Kidman,51,U.S.,Hawaii,Honolulu,American,F,Entertainment and Show Business,
Kristen Bell,https://en.wikipedia.org/wiki/Kristen_Bell,38,U.S.,Michigan,Huntington Woods,American,F,Entertainment and Show Business,
Anne Hathaway,https://en.wikipedia.org/wiki/Anne_Hathaway,35,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Zoe Lister-Jones,https://en.wikipedia.org/wiki/Zoe_Lister-Jones,36,U.S.,New York,New York City,American,F,Entertainment and Show Business,
June Diane Raphael,https://en.wikipedia.org/wiki/June_Diane_Raphael,38,U.S.,New York,Rockville Centre,American,F,Entertainment and Show Business,
Aubrey Plaza,https://en.wikipedia.org/wiki/Aubrey_Plaza,34,U.S.,Delaware,Wilmington,American,F,Entertainment and Show Business,
Rachel Bloom,https://en.wikipedia.org/wiki/Rachel_Bloom,31,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Molly Shannon,https://en.wikipedia.org/wiki/Molly_Shannon,54,U.S.,Ohio,Shaker Heights,American,F,Entertainment and Show Business,
Gina Rodriguez,https://en.wikipedia.org/wiki/Gina_Rodriguez_(actress),34,U.S.,Illinois,Chicago,American,F,Entertainment and Show Business,
Anna Baryshnikov,https://en.wikipedia.org/wiki/Anna_Baryshnikov,26,U.S.,New York,Palisades,American,F,Entertainment and Show Business,
Julia Louis-Dreyfus,https://en.wikipedia.org/wiki/Julia_Louis-Dreyfus,57,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Idina Menzel,https://en.wikipedia.org/wiki/Idina_Menzel,47,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Lena Waithe,https://en.wikipedia.org/wiki/Lena_Waithe,34,U.S.,Illinois,Chicago,American,F,Entertainment and Show Business,
Issa Rae,https://en.wikipedia.org/wiki/Issa_Rae,33,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Wanda Sykes,https://en.wikipedia.org/wiki/Wanda_Sykes,54,U.S.,Virginia,Portsmouth,American,F,Entertainment and Show Business,
Amanda Peet,https://en.wikipedia.org/wiki/Amanda_Peet,46,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Grace Gummer,https://en.wikipedia.org/wiki/Grace_Gummer,32,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Jane Fonda,https://en.wikipedia.org/wiki/Jane_Fonda,80,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Candice Bergen,https://en.wikipedia.org/wiki/Candice_Bergen,72,U.S.,California,Beverly Hills,American,F,Entertainment and Show Business,
Tina Fey,https://en.wikipedia.org/wiki/Tina_Fey,48,U.S.,Pennsylvania,Upper Darby,American,F,Entertainment and Show Business,
Judy Greer,https://en.wikipedia.org/wiki/Judy_Greer,43,U.S.,Michigan,Detroit,American,F,Entertainment and Show Business,
Susan Sarandon,https://en.wikipedia.org/wiki/Susan_Sarandon,72,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Olivia Wilde,https://en.wikipedia.org/wiki/Olivia_Wilde,34,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Anna Faris,https://en.wikipedia.org/wiki/Anna_Faris,41,U.S.,Maryland,Baltimore,American,F,Entertainment and Show Business,
Olivia Munn,https://en.wikipedia.org/wiki/Olivia_Munn,38,U.S.,Oklahoma,Oklahoma City,American,F,Entertainment and Show Business,
Chrissy Metz,https://en.wikipedia.org/wiki/Chrissy_Metz,38,U.S.,Florida,Homestead,American,F,Entertainment and Show Business,
Liv Tyler,https://en.wikipedia.org/wiki/Liv_Tyler,41,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Betty Gilpin,https://en.wikipedia.org/wiki/Betty_Gilpin,32,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Alicia Silverstone,https://en.wikipedia.org/wiki/Alicia_Silverstone,42,U.S.,California,San Francisco,American,F,Entertainment and Show Business,
Helen Hunt,https://en.wikipedia.org/wiki/Helen_Hunt,55,U.S.,California,Culver City,American,F,Entertainment and Show Business,
Ann Dowd,https://en.wikipedia.org/wiki/Ann_Dowd,62,U.S.,Massachusetts,Holyoke,American,F,Entertainment and Show Business,
Keri Russell,https://en.wikipedia.org/wiki/Keri_Russell,42,U.S.,California,Fountain Valley,American,F,Entertainment and Show Business,
Hilary Swank,https://en.wikipedia.org/wiki/Hilary_Swank,44,U.S.,Nebraska,Lincoln,American,F,Entertainment and Show Business,
Drew Barrymore,https://en.wikipedia.org/wiki/Drew_Barrymore,43,U.S.,California,Culver City,American,F,Entertainment and Show Business,
Bernadette Peters,https://en.wikipedia.org/wiki/Bernadette_Peters,70,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Gwyneth Paltrow,https://en.wikipedia.org/wiki/Gwyneth_Paltrow,46,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Alia Shawkat,https://en.wikipedia.org/wiki/Alia_Shawkat,29,U.S.,California,Riverside,American,F,Entertainment and Show Business,
Amy Sedaris,https://en.wikipedia.org/wiki/Amy_Sedaris,57,U.S.,New York,Endicott,American,F,Entertainment and Show Business,
Kathy Bates,https://en.wikipedia.org/wiki/Kathy_Bates,70,U.S.,Tennessee,Memphis,American,F,Entertainment and Show Business,
Pamela Adlon,https://en.wikipedia.org/wiki/Pamela_Adlon,52,U.S.,New York,Albany,American,F,Entertainment and Show Business,
Emma Stone,https://en.wikipedia.org/wiki/Emma_Stone,29,U.S.,Arizona,Scottsdale,American,F,Entertainment and Show Business,
Tiffany Haddish,https://en.wikipedia.org/wiki/Tiffany_Haddish,38,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Leah Remini,https://en.wikipedia.org/wiki/Leah_Remini,48,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Laura Dern,https://en.wikipedia.org/wiki/Laura_Dern,51,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Laurie Metcalf,https://en.wikipedia.org/wiki/Laurie_Metcalf,63,U.S.,Illinois,Carbondale,American,F,Entertainment and Show Business,
Robin Wright,https://en.wikipedia.org/wiki/Robin_Wright,52,U.S.,Texas,Dallas,American,F,Entertainment and Show Business,
Rosario Dawson,https://en.wikipedia.org/wiki/Rosario_Dawson,39,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Marisa Tomei,https://en.wikipedia.org/wiki/Marisa_Tomei,53,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Emma Roberts,https://en.wikipedia.org/wiki/Emma_Roberts,27,U.S.,New York,Rhinebeck,American,F,Entertainment and Show Business,
Jessica Lange,https://en.wikipedia.org/wiki/Jessica_Lange,69,U.S.,Minnesota,Cloquet,American,F,Entertainment and Show Business,
Jurnee Smollett-Bell,https://en.wikipedia.org/wiki/Jurnee_Smollett-Bell,32,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Kristen Stewart,https://en.wikipedia.org/wiki/Kristen_Stewart,28,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Condola Rashād,https://en.wikipedia.org/wiki/Condola_Rash%C4%81d,31,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Yvette Nicole Brown,https://en.wikipedia.org/wiki/Yvette_Nicole_Brown,47,U.S.,Ohio,East Cleveland,American,F,Entertainment and Show Business,
Uma Thurman,https://en.wikipedia.org/wiki/Uma_Thurman,48,U.S.,Massachusetts,Boston,American,F,Entertainment and Show Business,
Christina Hendricks,https://en.wikipedia.org/wiki/Christina_Hendricks,43,U.S.,Tennessee,Knoxville,American,F,Entertainment and Show Business,
Shailene Woodley,https://en.wikipedia.org/wiki/Shailene_Woodley,26,U.S.,California,San Bernardino,American,F,Entertainment and Show Business,
Christina Ricci,https://en.wikipedia.org/wiki/Christina_Ricci,38,U.S.,California,Santa Monica,American,F,Entertainment and Show Business,
Gabrielle Union,https://en.wikipedia.org/wiki/Gabrielle_Union,46,U.S.,Nebraska,Omaha,American,F,Entertainment and Show Business,
Hayden Panettiere,https://en.wikipedia.org/wiki/Hayden_Panettiere,29,U.S.,New York,Palisades,American,F,Entertainment and Show Business,
Ali Wentworth,https://en.wikipedia.org/wiki/Alexandra_Wentworth,53,U.S.,D.C.,Washington,American,F,Entertainment and Show Business,
Lauren Cohan,https://en.wikipedia.org/wiki/Lauren_Cohan,36,U.S.,New Jersey,Cherry Hill,American,F,Entertainment and Show Business,
Carrie Fisher,https://en.wikipedia.org/wiki/Carrie_Fisher,60,U.S.,California,Burbank,American,F,Entertainment and Show Business,
Diane Lane,https://en.wikipedia.org/wiki/Diane_Lane,53,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Cheri Oteri,https://en.wikipedia.org/wiki/Cheri_Oteri,56,U.S.,Pennsylvania,Upper Darby,American,F,Entertainment and Show Business,
Sutton Foster,https://en.wikipedia.org/wiki/Sutton_Foster,43,U.S.,Georgia,Statesboro,American,F,Entertainment and Show Business,
Jessica Alba,https://en.wikipedia.org/wiki/Jessica_Alba,37,U.S.,California,Pomona,American,F,Entertainment and Show Business,
Anna Gunn,https://en.wikipedia.org/wiki/Anna_Gunn,50,U.S.,Ohio,Cleveland,American,F,Entertainment and Show Business,
Zoe Saldana,https://en.wikipedia.org/wiki/Zoe_Saldana,40,U.S.,New Jersey,Passaic,American,F,Entertainment and Show Business,
Natasha Lyonne,https://en.wikipedia.org/wiki/Natasha_Lyonne,39,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Sara,https://en.wikipedia.org/wiki/Sara_Foster,37,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Amy Ryan,https://en.wikipedia.org/wiki/Amy_Ryan,49,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Lizzy Caplan,https://en.wikipedia.org/wiki/Lizzy_Caplan,36,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Shiri Appleby,https://en.wikipedia.org/wiki/Shiri_Appleby,39,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Krysten Ritter,https://en.wikipedia.org/wiki/Krysten_Ritter,36,U.S.,Pennsylvania,Bloomsburg,American,F,Entertainment and Show Business,
Chloë Grace Moretz,https://en.wikipedia.org/wiki/Chlo%C3%AB_Grace_MoretzF,21,U.S.,Georgia,Atlanta,American,F,Entertainment and Show Business,
Kaley Cuoco,https://en.wikipedia.org/wiki/Kaley_Cuoco,32,U.S.,California,Camarillo,American,F,Entertainment and Show Business,
Dakota Johnson,https://en.wikipedia.org/wiki/Dakota_Johnson,29,U.S.,Texas,Austin,,F,Entertainment and Show Business,
Jane Krakowski,https://en.wikipedia.org/wiki/Jane_Krakowski,50,U.S.,New Jersey,ParsippanyTroy Hills,American,F,Entertainment and Show Business,
Katharine McPhee,https://en.wikipedia.org/wiki/Katharine_McPhee,34,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Melissa McCarthy,https://en.wikipedia.org/wiki/Melissa_McCarthy,48,U.S.,Illinois,Plainfield,American,F,Entertainment and Show Business,
Laura Benanti,https://en.wikipedia.org/wiki/Laura_Benanti,39,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Melissa Rauch,https://en.wikipedia.org/wiki/Melissa_Rauch,38,U.S.,New Jersey,Marlboro Township,American,F,Entertainment and Show Business,
Shirley MacLaine,https://en.wikipedia.org/wiki/Shirley_MacLaine,84,U.S.,Virginia,Richmond,American,F,Entertainment and Show Business,
Mary Elizabeth Winstead,https://en.wikipedia.org/wiki/Mary_Elizabeth_Winstead,33,U.S.,North Carolina,Rocky Mount,American,F,Entertainment and Show Business,
Sally Field,https://en.wikipedia.org/wiki/Sally_Field,71,U.S.,California,Pasadena,American,F,Entertainment and Show Business,
Zosia Mamet,https://en.wikipedia.org/wiki/Zosia_Mamet,30,U.S.,Vermont,Randolph,American,F,Entertainment and Show Business,
Téa Leoni,https://en.wikipedia.org/wiki/T%C3%A9a_Leoni,52,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Kate Hudson,https://en.wikipedia.org/wiki/Kate_Hudson,39,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Saoirse Ronan,https://en.wikipedia.org/wiki/Saoirse_Ronan,24,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Jennifer Lawrence,https://en.wikipedia.org/wiki/Jennifer_Lawrence,28,U.S.,Kentucky,Indian Hills,American,F,Entertainment and Show Business,
Sharon Stone,https://en.wikipedia.org/wiki/Sharon_Stone,60,U.S.,Pennsylvania,Meadville,American,F,Entertainment and Show Business,
Whoopi Goldberg,https://en.wikipedia.org/wiki/Whoopi_Goldberg,62,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Sienna Miller,https://en.wikipedia.org/wiki/Sienna_Miller,36,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Scarlett Johansson,https://en.wikipedia.org/wiki/Scarlett_Johansson,33,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Kayli Carter,https://en.wikipedia.org/wiki/Kayli_Carter,,U.S.,Florida,Oviedo,American,F,Entertainment and Show Business,
Constance Zimmer,https://en.wikipedia.org/wiki/Constance_Zimmer,48,U.S.,Washington,Seattle,American,F,Entertainment and Show Business,
Sarah Paulson,https://en.wikipedia.org/wiki/Sarah_Paulson,43,U.S.,Florida,Tampa,American,F,Entertainment and Show Business,
Busy Philipps,https://en.wikipedia.org/wiki/Busy_Philipps,39,U.S.,Illinois,Oak Park,American,F,Entertainment and Show Business,
Debra Winger,https://en.wikipedia.org/wiki/Debra_Winger,63,U.S.,Ohio,Cleveland Heights,American,F,Entertainment and Show Business,
Mayim Bialik,https://en.wikipedia.org/wiki/Mayim_Bialik,42,U.S.,California,San Diego,American,F,Entertainment and Show Business,
Jennifer Connelly,https://en.wikipedia.org/wiki/Jennifer_Connelly,47,U.S.,New York,Cairo,American,F,Entertainment and Show Business,
Lauren Graham,https://en.wikipedia.org/wiki/Lauren_Graham,51,U.S.,Hawaii,Honolulu,American,F,Entertainment and Show Business,
Danai Gurira,https://en.wikipedia.org/wiki/Danai_Gurira,40,U.S.,Iowa,Grinnell,American,F,Entertainment and Show Business,
Debra Messing,https://en.wikipedia.org/wiki/Debra_Messing,50,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Regina Hall,https://en.wikipedia.org/wiki/Regina_Hall,47,U.S.,D.C.,Washington,American,F,Entertainment and Show Business,
Maggie Gyllenhaal,https://en.wikipedia.org/wiki/Maggie_Gyllenhaal,40,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Renée Elise Goldsberry,https://en.wikipedia.org/wiki/Ren%C3%A9e_Elise_Goldsberry,47,U.S.,California,San Jose,American,F,Entertainment and Show Business,
Annette Bening,https://en.wikipedia.org/wiki/Annette_Bening,60,U.S.,Kansas,Topeka,American,F,Entertainment and Show Business,
Anna Chlumsky,https://en.wikipedia.org/wiki/Anna_Chlumsky,37,U.S.,Illinois,Chicago,American,F,Entertainment and Show Business,
Eva Longoria,https://en.wikipedia.org/wiki/Eva_Longoria,43,U.S.,Texas,Corpus Christi,American,F,Entertainment and Show Business,
Ellie Kemper,https://en.wikipedia.org/wiki/Ellie_Kemper,38,U.S.,Missouri,Kansas City,American,F,Entertainment and Show Business,
Lucy Liu,https://en.wikipedia.org/wiki/Lucy_Liu,49,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Julianna Margulies,https://en.wikipedia.org/wiki/Julianna_Margulies,52,U.S.,New York,Spring Valley,American,F,Entertainment and Show Business,
Kerry Washington,https://en.wikipedia.org/wiki/Kerry_Washington,41,U.S.,New York,New York City,American,M,Entertainment and Show Business,
Judith Light,https://en.wikipedia.org/wiki/Judith_Light,69,U.S.,New Jersey,Trenton,American,F,Entertainment and Show Business,
Abby Elliott,https://en.wikipedia.org/wiki/Abby_Elliott,31,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Ari Graynor,https://en.wikipedia.org/wiki/Ari_Graynor,35,U.S.,Massachusetts,Boston,American,F,Entertainment and Show Business,
Elizabeth Olsen,https://en.wikipedia.org/wiki/Elizabeth_Olsen,29,U.S.,California,Sherman Oaks,American,F,Entertainment and Show Business,
Jennifer Garner,https://en.wikipedia.org/wiki/Jennifer_Garner,46,U.S.,Texas,Houston,American,F,Entertainment and Show Business,
Mindy Kaling,https://en.wikipedia.org/wiki/Mindy_Kaling,39,U.S.,Massachusetts,Cambridge,American,F,Entertainment and Show Business,
Lisa Kudrow,https://en.wikipedia.org/wiki/Lisa_Kudrow,55,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
